ID,Title,Posted,Budget,Duration,Number of Offers,Tags,Link
48,devوربط نظام  odoo  ,from day,$100.00 ,6 days,4," application development , استكشاف الأخطاء وإصلاحها, programing web, python, PHP, HTML, CSS, java script,  odoo  , programing,programming engineer, programing data base, programing  apps , devقاعدة بيانات",https://mostaql.com/project/1068765-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%B1%D8%A8%D8%B7-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D9%88%D8%AF%D9%88
49,نشر  application FastAPI على Google Cloud (Cloud Run + Cloud Storage),from day,$146.00 ,2 days,4," engineering  programes , programing  apps , الذكاء الاصطناعي, programing web,  application development , واجهة programing  apps , cloud computing, Docker, Restful API",https://mostaql.com/project/1079817-%D9%86%D8%B4%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-fastapi-%D8%B9%D9%84%D9%89-google-cloud-cloud-run-cloud-storage
50,مصمم ui/ux لdesign  application,from 15 hour,$70.00 ,10 days,22,"design UX, design UI UX, design  applicationات, Front End, design UI",https://mostaql.com/project/1079868-%D9%85%D8%B5%D9%85%D9%85-uiux-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
51,design وتنفيذ لعبة غرف الهروب والألغاز,from day,"$3,250.00 ",30 days,4,"devالألعاب, design ألعاب, programing, programing android , programing  apps , programing web, programing  applicationات أيفون",https://mostaql.com/project/1079512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%84%D8%B9%D8%A8%D8%A9-%D8%BA%D8%B1%D9%81-%D8%A7%D9%84%D9%87%D8%B1%D9%88%D8%A8-%D9%88%D8%A7%D9%84%D8%A3%D9%84%D8%BA%D8%A7%D8%B2
52,مصمم جرافيك لإدارة web الشركة,from day,$37.50 ,7 days,2," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS, design جرافيك, الdesign الإبداعي, الفكرة الdesignية",https://mostaql.com/project/1079492-%D9%85%D8%B5%D9%85%D9%85-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9
53,مطور واجهات موبايل لdev application,from day,$100.00 ,3 days,27,"programing,  application development , programing  apps ,programming engineer, programing android , programing iOS",https://mostaql.com/project/1079552-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
54,تعديلات على برنامج PHP ل application توصيل,from day,$185.00 ,7 days,10,"PHP, programing  apps , design  applicationات, dev apps , programing iOS, create  application,  application development , programing",https://mostaql.com/project/1079653-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-php-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84
55,مبرمج kotlin و laravel لتعديل بسيط على سورس كود,from day,$50.00 ,3 days,5,"kotlin, laravel, programing,  application development , programing web,programming engineer",https://mostaql.com/project/1079571-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-kotlin-%D9%88-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%A8%D8%B3%D9%8A%D8%B7-%D8%B9%D9%84%D9%89-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF
56,design drop pages,from day,$30.00 ,1 day,70,"design صفحات الهبوط, programing,  application development , الdesign الإبداعي, create web إلكتروني",https://mostaql.com/project/1079684-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
57,تحسين design منصة تقارير تفاعلية Tableau,from day,$25.00 ,7 days,13,Tableau,https://mostaql.com/project/1079566-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-tableau
58,تعديل على web node js backend,from day,$55.00 ,2 days,16,"programing, programing web, create web إلكتروني, أمن وحماية الweb, python, java script, node.js",https://mostaql.com/project/1079745-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%82%D8%B9-node-js-backend
59,ربط المرحلة الثانية من نظام الفوترة الإلكترونية zatca,from day,$100.00 ,2 days,3," engineering  programes ,  application development , programing, VPS, نظام لينكس, laravel, PHP",https://mostaql.com/project/1079615-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%81%D9%88%D8%AA%D8%B1%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-zatca
60, application خدمات إلكترونية,from day,$800.00 ,60 days,25,"programing iOS, programing android , create web إلكتروني, design  applicationات, programing  apps , dev apps , create  application, واجهة programing  apps ",https://mostaql.com/project/1036699-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9
61,دعم فني لweb إلكتروني,from day,$100.00 ,30 days,11,"wordpress, create web wordpress, الدعم الفني, دعم مكتب المساعدة, خدمة العملاء, حل المشكلات, استكشاف الأخطاء وإصلاحها, إدارة علاقات العملاء",https://mostaql.com/project/1079649-%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
62,ربط Odoo بمنصة Moengage,from day,$120.00 ,3 days,3,"programing web,programming engineer, programing  apps ,  application development , programing,  odoo  , إدارة علاقات العملاء",https://mostaql.com/project/1079601-%D8%B1%D8%A8%D8%B7-odoo-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-moengage
63,devألعاب دردشة صوتية,from day,$40.00 ,3 days,1,"programing web, programing  apps , تصحيح برمجي, programing, أنظمة مدمجة, programing الخطية, تعلم programing, testing  programes ,programming engineer,  application development ",https://mostaql.com/project/1079493-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
64,design فيجما ل application ملابس,from day,$95.00 ,1 day,18,"Figma, programing,  application development , programing data base, programing android , programing iOS, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1078666-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%81%D9%8A%D8%AC%D9%85%D8%A7-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%84%D8%A7%D8%A8%D8%B3
65,نموذج ذكاء اصطناعي للتنبؤ بقوة ضغط الخرسانة,from day,$30.00 ,7 days,29,"design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1079733-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%84%D9%84%D8%AA%D9%86%D8%A8%D8%A4-%D8%A8%D9%82%D9%88%D8%A9-%D8%B6%D8%BA%D8%B7-%D8%A7%D9%84%D8%AE%D8%B1%D8%B3%D8%A7%D9%86%D8%A9
66,عمل نظام إدخال وتحقيق بيانات باستخدام Excel,from day,$50.00 ,5 days,13,"إدخال بيانات, مايكروسوفت إكسل, مايكروسوفت أوفيس,  application development , programing, programing  apps ",https://mostaql.com/project/1079572-%D8%B9%D9%85%D9%84-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D9%88%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-excel
67,مبرمج لبناء منصة,from day,"$1,000.00 ",30 days,18,"programing web, programing data base, programing,  application development ,programming engineer",https://mostaql.com/project/1079544-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9
68,مطور Odoo لمعالجة مشكلات نظام إدارة حجوزات الفنادق (نظام العمل بالمهمة الواحدة),from day,$60.00 ,2 days,5,"البحث والتطوير, python,  odoo  , programing,  application development , programing  apps ,programming engineer",https://mostaql.com/project/1079596-%D9%85%D8%B7%D9%88%D8%B1-odoo-%D9%84%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9-%D9%85%D8%B4%D9%83%D9%84%D8%A7%D8%AA-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D9%85%D9%87%D9%85%D8%A9-%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF%D8%A9
69,create webين web wordpress (web سفر) وweb wordpress (web إستشاري),from day,$250.00 ,30 days,18,"design web إلكتروني, programing web, create web إلكتروني, create web wordpress, wordpress, MySQL, bootstrap, PHP, java script, CSS, HTML",https://mostaql.com/project/1079606-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9%D9%8A%D9%86-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D9%88%D9%82%D8%B9-%D8%B3%D9%81%D8%B1-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A
70,design  application للهواتف الذكية ل online market,from day,$500.00 ,10 days,14,"design  online market, create  online market, python, PHP, CSS, java script, programing, programing android ,  application development , programing web, programing  apps , programing  applicationات أيفون",https://mostaql.com/project/1079513-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D9%84%D9%87%D9%88%D8%A7%D8%AA%D9%81-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
71,خبير PHP Laravel للعمل كدعم فني مع فريق إحترافي,from day,$360.00 ,25 days,5,"PHP, laravel, Livewire, MySQL, Restful API, Git, GitHub, الدعم الفني, programing بطريقة MVC, ASP.NET MVC, تصحيح برمجي",https://mostaql.com/project/1079543-%D8%AE%D8%A8%D9%8A%D8%B1-php-laravel-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D9%83%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D9%85%D8%B9-%D9%81%D8%B1%D9%8A%D9%82-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A
72,dev application إستثماري للإعلانات (إيداع + توزيع تلقائي),from day,"$1,250.00 ",60 days,4,"programing,  application development , programing web,programming engineer, programing  apps , design  applicationات, dev apps , design  applicationات الهواتف الذكية, create  application",https://mostaql.com/project/1079625-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1%D9%8A-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA-%D8%A5%D9%8A%D8%AF%D8%A7%D8%B9-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%AA%D9%84%D9%82%D8%A7%D8%A6%D9%8A
73,"design drop pages (Landing Page) تفاعلية لمنتج رقمي باستخدام HTML, CSS, JavaScript",from day,$50.00 ,4 days,83,"programing  apps , java script, CSS, HTML, design صفحات الهبوط, create drop pages, programing web, devweb, خدمات web",https://mostaql.com/project/1079207-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-landing-page-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%AA%D8%AC-%D8%B1%D9%82%D9%85%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-html-css-javascript
74,design UI/UX,from day,$400.00 ,20 days,26,"design جرافيك, الdesign الإبداعي, design شعار, design UI UX, design UI",https://mostaql.com/project/1079472-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-uiux
75,design web إلكتروني إحترافي لبيع إشتراكات رقمية,from day,$220.00 ,3 days,17,"design web إلكتروني, design جرافيك, programing web, devweb, خدمات web, devwebالكامل, design web",https://mostaql.com/project/1079616-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A5%D8%B4%D8%AA%D8%B1%D8%A7%D9%83%D8%A7%D8%AA-%D8%B1%D9%82%D9%85%D9%8A%D8%A9
76,design بسيط ل application اندروبد,from days,$70.00 ,7 days,15,"programing android , design  applicationات, design  applicationات الهواتف الذكية, programing",https://mostaql.com/project/1019098-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D8%A8%D8%AF
77,مستقل خبير Cloudflare,from day,$45.00 ,3 days,4,"programing,  management شبكات, الشبكات اللاسلكية, إطار سلكي, سيسكو,  application development ,programming engineer, Firebase Cloud Firestore, cloud computing",https://mostaql.com/project/1079452-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D8%AE%D8%A8%D9%8A%D8%B1-cloudflare
78,نظام داخلي ل management أجهزة والأمان باستخدام Blazor وWinForms,from day,$300.00 ,10 days,2,"C# Programming, ASP.NET Core, مايكروسوفت إس كيو إل سيرفر",https://mostaql.com/project/1079344-%D9%86%D8%B8%D8%A7%D9%85-%D8%AF%D8%A7%D8%AE%D9%84%D9%8A-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A3%D8%AC%D9%87%D8%B2%D8%A9-%D9%88%D8%A7%D9%84%D8%A3%D9%85%D8%A7%D9%86-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-blazor-%D9%88winforms
79,دعم فني لweb سينمائي,from days,$77.00 ,1 day,7,"استكشاف الأخطاء وإصلاحها, تصحيح برمجي, حل المشكلات, الدعم الفني, programing,  application development , devweb, خدمات web",https://mostaql.com/project/1079238-%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%B3%D9%8A%D9%86%D9%85%D8%A7%D8%A6%D9%8A
80,dev application “MyClinic” لتنظيم مواعيد المرضى (Flutter),from day,"$2,500.00 ",60 days,27,"اللغة العربية, اللغة الإنجليزية, البحث على الإنترنت, programing,  application development ,programming engineer, programing  apps , dev apps , create  application",https://mostaql.com/project/1079293-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-myclinic-%D9%84%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D9%85%D8%B1%D8%B6%D9%89-flutter
81,مدير سيرفرات سحابية لديه خبرة في السحابة ومراكز الاتصال لرفع web,from day,$450.00 ,30 days,2,"programing, programing web, programing data base,  application development , devweb, devقاعدة بيانات",https://mostaql.com/project/1079313-%D9%85%D8%AF%D9%8A%D8%B1-%D8%B3%D9%8A%D8%B1%D9%81%D8%B1%D8%A7%D8%AA-%D8%B3%D8%AD%D8%A7%D8%A8%D9%8A%D8%A9-%D9%84%D8%AF%D9%8A%D9%87-%D8%AE%D8%A8%D8%B1%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%AD%D8%A7%D8%A8%D8%A9-%D9%88%D9%85%D8%B1%D8%A7%D9%83%D8%B2-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84-%D9%84%D8%B1%D9%81%D8%B9-%D9%85%D9%88%D9%82%D8%B9
82,devweb ويب بلغة fullter ولوحة تحكم بلغة Php,from day,$450.00 ,5 days,1,"PHP, HTML, design web إلكتروني, programing android ,  application development ",https://mostaql.com/project/1079324-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%A8%D9%84%D8%BA%D8%A9-fullter-%D9%88%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A8%D9%84%D8%BA%D8%A9-php
83,مبرمج لحل مشكلة في php,from day,$30.00 ,3 days,6,"PHP, laravel, programing, programing web, create web إلكتروني, devweb,  application development ,programming engineer",https://mostaql.com/project/1079426-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%AD%D9%84-%D9%85%D8%B4%D9%83%D9%84%D8%A9-%D9%81%D9%8A-php
84,تجهيز متجر دروبشوبينق,from day,$210.00 ,5 days,9,"design  online market, create  online market,  management متاجر الإلكترونية,  application development ,programming engineer, التسويق الإلكتروني,  management منتجات",https://mostaql.com/project/1079309-%D8%AA%D8%AC%D9%87%D9%8A%D8%B2-%D9%85%D8%AA%D8%AC%D8%B1-%D8%AF%D8%B1%D9%88%D8%A8%D8%B4%D9%88%D8%A8%D9%8A%D9%86%D9%82
85,بوت حجز تذاكر ويبوك webook,from day,$600.00 ,15 days,3,"الروبوتات, أوتوكاد, java script, python, java",https://mostaql.com/project/1079355-%D8%A8%D9%88%D8%AA-%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1-%D9%88%D9%8A%D8%A8%D9%88%D9%83-webook
86, application إلكتروني لتداول المنتجات,from day,$175.00 ,10 days,6,"كتابة البحوث, design UX, design UI, design UI UX, design  applicationات الهواتف الذكية, design  applicationات, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android ",https://mostaql.com/project/1079275-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA
87, application لمحل طب بديل,from day,$125.00 ,10 days,9,"programing, devwebالكامل, design 3D, CSS, programing  apps , dev apps , create  application,  application development ,programming engineer",https://mostaql.com/project/1079402-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%84%D9%85%D8%AD%D9%84-%D8%B7%D8%A8-%D8%A8%D8%AF%D9%8A%D9%84
88,إضافة صور لwebنا الإلكتروني على ويليت,from day,$25.00 ,15 days,6," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1079446-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%B5%D9%88%D8%B1-%D9%84%D9%85%D9%88%D9%82%D8%B9%D9%86%D8%A7-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-%D9%88%D9%8A%D9%84%D9%8A%D8%AA
89,programing نظام رد آلي صوتي لرقم سعودي باستخدام الذكاء الاصطناعي,from day,$925.00 ,7 days,2,"devweb, programing بطريقة MVC, تصحيح برمجي, programing data base, testing  programes , python, VoIP, الذكاء الاصطناعي, programing, programing web, programing  apps ,programming engineer,  application development , flutter, photoshop",https://mostaql.com/project/1079408-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%86%D8%B8%D8%A7%D9%85-%D8%B1%D8%AF-%D8%A2%D9%84%D9%8A-%D8%B5%D9%88%D8%AA%D9%8A-%D9%84%D8%B1%D9%82%D9%85-%D8%B3%D8%B9%D9%88%D8%AF%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
90,فلاتر  application فنادق,from day,$460.00 ,10 days,21,"flutter, programing, programing web, create web إلكتروني, devweb,  application development ,programming engineer",https://mostaql.com/project/1079317-%D9%81%D9%84%D8%A7%D8%AA%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%86%D8%A7%D8%AF%D9%82
91,devذكاء اصطناعي chatbot مع تغذيته بداتا مخصصة,from day,$200.00 ,60 days,17,"الذكاء الاصطناعي, programing,  application development ,programming engineer, programing  apps , dev apps , create  application",https://mostaql.com/project/1079321-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-chatbot-%D9%85%D8%B9-%D8%AA%D8%BA%D8%B0%D9%8A%D8%AA%D9%87-%D8%A8%D8%AF%D8%A7%D8%AA%D8%A7-%D9%85%D8%AE%D8%B5%D8%B5%D8%A9
92,تعديل برنامج يخدم كبار السن ويساعدهم في العلاجات,from days,$150.00 ,5 days,3,"programing  apps , programing iOS, Swift, programing, programing data base,programming engineer,  application development ",https://mostaql.com/project/1079260-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%8A%D8%AE%D8%AF%D9%85-%D9%83%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B3%D9%86-%D9%88%D9%8A%D8%B3%D8%A7%D8%B9%D8%AF%D9%87%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC%D8%A7%D8%AA
93,إعداد drop pages لweb تعليمي,from day,$30.00 ,10 days,64,"design web إلكتروني, programing web, programing, design صفحات الهبوط, create drop pages, create web إلكتروني, devweb,  management web",https://mostaql.com/project/1079445-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A
94,تعديل على متجر php,from day,$825.00 ,10 days,9,"programing, programing web, create  online market,programming engineer,  application development , PHP, devweb, create web إلكتروني",https://mostaql.com/project/1079285-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%AA%D8%AC%D8%B1-php
95,عمل web دعوات,from day,$150.00 ,10 days,8,"programing web, create مدونة wordpress, create web wordpress, design web إلكتروني, create web إلكتروني, devweb, programing",https://mostaql.com/project/1079414-%D8%B9%D9%85%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%AF%D8%B9%D9%88%D8%A7%D8%AA
96,dev application دعوات أعراس رقمية (Android + iOS ),from day,$200.00 ,10 days,9,"programing, programing  apps ,  application development ,programming engineer, dev apps , create  application, واجهة programing  apps ",https://mostaql.com/project/1079437-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AF%D8%B9%D9%88%D8%A7%D8%AA-%D8%A3%D8%B9%D8%B1%D8%A7%D8%B3-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-android-ios
97,design web باللغتين إنجليزي وعربي,from days,$80.00 ,5 days,23,"design web إلكتروني, الفكرة الdesignية, HTML, CSS, java script, PHP, bootstrap, MySQL, devweb, programing web,  management web,  application development , wordpress",https://mostaql.com/project/1079246-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%AA%D9%8A%D9%86-%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A-%D9%88%D8%B9%D8%B1%D8%A8%D9%8A
98,"design  application ""أجرني"" لتأجير ورهن المنازل (android  فقط)",from day,$240.00 ,7 days,12,"create  application, programing  apps , design  applicationات الهواتف الذكية, programing, dev apps , programing android ,  application development ,programming engineer",https://mostaql.com/project/1079369-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D8%AC%D8%B1%D9%86%D9%8A-%D9%84%D8%AA%D8%A3%D8%AC%D9%8A%D8%B1-%D9%88%D8%B1%D9%87%D9%86-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%81%D9%82%D8%B7
