,Title,Posted,Budget,Duration(Days),number of offers,Link,Category_English,Category_Arabic
58,ابحث عن شخص يستطيع توفير ١٢ جهاز بنظام الاندرويد لاختبار تطبيق,2025-05-16,75.0,14.0,2,https://mostaql.com/project/1090749-%D8%A7%D8%A8%D8%AD%D8%AB-%D8%B9%D9%86-%D8%B4%D8%AE%D8%B5-%D9%8A%D8%B3%D8%AA%D8%B7%D9%8A%D8%B9-%D8%AA%D9%88%D9%81%D9%8A%D8%B1-%D8%AC%D9%87%D8%A7%D8%B2-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%A7%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D9%84%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82,Mobile Development,تطوير الهاتف المحمول
59,إنشاء تطبيق تجاري من الصفر,2025-05-16,3750.0,30.0,2,https://mostaql.com/project/1090759-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D9%86-%D8%A7%D9%84%D8%B5%D9%81%D8%B1,Mobile Development,تطوير الهاتف المحمول
60,مطور محترف للعمل على Raspberry Pi,2025-05-16,175.0,14.0,6,https://mostaql.com/project/1090712-%D9%85%D8%B7%D9%88%D8%B1-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-raspberry-pi,Web Development,تطوير الويب
61,ربط FreePBX على vps مع جهاز Yeastar محلي,2025-05-16,37.5,5.0,16,https://mostaql.com/project/1090715-%D8%B1%D8%A8%D8%B7-freepbx-%D8%B9%D9%84%D9%89-vps-%D9%85%D8%B9-%D8%AC%D9%87%D8%A7%D8%B2-yeastar-%D9%85%D8%AD%D9%84%D9%8A,Artificial Intelligence,الذكاء الاصطناعي
62,تحسين أرشفة التقنية,2025-05-16,75.0,30.0,20,https://mostaql.com/project/1090709-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%A3%D8%B1%D8%B4%D9%81%D8%A9-%D8%A7%D9%84%D8%AA%D9%82%D9%86%D9%8A%D8%A9,Web Development,تطوير الويب
63,تصميم فيديو cgi خاص بالعقارات,2025-05-16,37.5,3.0,2,https://mostaql.com/project/1090748-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-cgi-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
64,منصة إستكشاف وتقييم لوحات الـ SMM Panels عالميًا,2025-05-16,750.0,10.0,3,https://mostaql.com/project/1086864-%D9%85%D9%86%D8%B5%D8%A9-%D8%A5%D8%B3%D8%AA%D9%83%D8%B4%D8%A7%D9%81-%D9%88%D8%AA%D9%82%D9%8A%D9%8A%D9%85-%D9%84%D9%88%D8%AD%D8%A7%D8%AA-%D8%A7%D9%84%D9%80-smm-panels-%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A7,Web Development,تطوير الويب
65,تصميم موقع PHP خاص لقطع السيارات و بيعها,2025-05-16,750.0,5.0,3,https://mostaql.com/project/1090659-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-php-%D8%AE%D8%A7%D8%B5-%D9%84%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88-%D8%A8%D9%8A%D8%B9%D9%87%D8%A7,Web Development,تطوير الويب
66,تطبيق شحن الطرد والتوصيل,2025-05-16,1750.0,30.0,14,https://mostaql.com/project/1090689-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%B4%D8%AD%D9%86-%D8%A7%D9%84%D8%B7%D8%B1%D8%AF-%D9%88%D8%A7%D9%84%D8%AA%D9%88%D8%B5%D9%8A%D9%84,Networking,الشبكات
67,إنشاء موقع wordpress لشركة استشارات,2025-05-16,75.0,10.0,73,https://mostaql.com/project/1090619-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-wordpress-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
68,مبرمج للعمل المستمر لربط ملف اكسل من برنامج كاشير بمنصة سلة وتحديث المخزون,2025-05-16,175.0,1.0,19,https://mostaql.com/project/1074283-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%85%D8%B1-%D9%84%D8%B1%D8%A8%D8%B7-%D9%85%D9%84%D9%81-%D8%A7%D9%83%D8%B3%D9%84-%D9%85%D9%86-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%83%D8%A7%D8%B4%D9%8A%D8%B1-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-%D8%B3%D9%84%D8%A9-%D9%88%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D9%85%D8%AE%D8%B2%D9%88%D9%86,Web Development,تطوير الويب
69,تصميم موقع إلكتروني على وورد برس,2025-05-16,75.0,3.0,1,https://mostaql.com/project/1090834-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-%D9%88%D9%88%D8%B1%D8%AF-%D8%A8%D8%B1%D8%B3,Web Development,تطوير الويب
70,تعديل موقع جاهز,2025-05-16,37.5,1.0,14,https://mostaql.com/project/1090627-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%AC%D8%A7%D9%87%D8%B2,Web Development,تطوير الويب
71,مبرمج للإستشارة في تنظيم فكرة إنشاء منصة p2p,2025-05-16,75.0,10.0,3,https://mostaql.com/project/1090792-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D9%84%D8%A5%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A9-%D9%81%D9%8A-%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D9%81%D9%83%D8%B1%D8%A9-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-p2p,Data Analysis,تحليل البيانات
72,عمل conversion api setup,2025-05-16,37.5,2.0,18,https://mostaql.com/project/1090620-%D8%B9%D9%85%D9%84-conversion-api-setup,Web Development,تطوير الويب
73,مبرمج ألعاب محترف للعمل على تطوير لعبة باستخدام محرك Unity,2025-05-16,750.0,10.0,2,https://mostaql.com/project/1090729-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%84%D8%B9%D8%A8%D8%A9-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AD%D8%B1%D9%83-unity,Data Analysis,تحليل البيانات
74,طلب خدمة تحليل شامل، تقرير فني، وحل مشاكل أداء وسيو موقع ووردبريس وسيرفر cPanel,2025-05-16,75.0,3.0,14,https://mostaql.com/project/1090667-%D8%B7%D9%84%D8%A8-%D8%AE%D8%AF%D9%85%D8%A9-%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%B4%D8%A7%D9%85%D9%84-%D8%AA%D9%82%D8%B1%D9%8A%D8%B1-%D9%81%D9%86%D9%8A-%D9%88%D8%AD%D9%84-%D9%85%D8%B4%D8%A7%D9%83%D9%84-%D8%A3%D8%AF%D8%A7%D8%A1-%D9%88%D8%B3%D9%8A%D9%88-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%88%D8%B3%D9%8A%D8%B1%D9%81%D8%B1-cpanel,Web Development,تطوير الويب
75,تعديل على تطبيق موبايل,2025-05-16,37.5,2.0,23,https://mostaql.com/project/1090566-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84,Artificial Intelligence,الذكاء الاصطناعي
76,ربط بوابة الدفع iyzico,2025-05-16,37.5,4.0,3,https://mostaql.com/project/1090598-%D8%B1%D8%A8%D8%B7-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-iyzico,Web Development,تطوير الويب
77,تطبيق أندرويد بسيط,2025-05-16,375.0,7.0,47,https://mostaql.com/project/1089835-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF-%D8%A8%D8%B3%D9%8A%D8%B7,Artificial Intelligence,الذكاء الاصطناعي
78,إعادة تصميم وتطوير متجر سلة,2025-05-16,175.0,7.0,2,https://mostaql.com/project/1090515-%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%B3%D9%84%D8%A9,Web Development,تطوير الويب
79,تصميم متجر إلكتروني ٢٥ منتج,2025-05-16,175.0,5.0,5,https://mostaql.com/project/1090439-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%85%D9%86%D8%AA%D8%AC,Web Development,تطوير الويب
80,مبرمج WooCommerce محترف - ربط مع Foodics POS,2025-05-16,37.5,5.0,7,https://mostaql.com/project/1090467-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-woocommerce-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D8%B1%D8%A8%D8%B7-%D9%85%D8%B9-foodics-pos,Web Development,تطوير الويب
81,إنشاء متجر دروبشيبينغ على Shopify أو منصة مشابهة,2025-05-16,37.5,30.0,3,https://mostaql.com/project/1090568-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%AF%D8%B1%D9%88%D8%A8%D8%B4%D9%8A%D8%A8%D9%8A%D9%86%D8%BA-%D8%B9%D9%84%D9%89-shopify-%D8%A3%D9%88-%D9%85%D9%86%D8%B5%D8%A9-%D9%85%D8%B4%D8%A7%D8%A8%D9%87%D8%A9,Web Development,تطوير الويب
82,مطلوب مبرمج بطل Laravel خبير في SaaS وMulti-Tenant,2025-05-16,750.0,10.0,12,https://mostaql.com/project/1090428-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%A8%D8%B7%D9%84-laravel-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%81%D9%8A-saas-%D9%88multi-tenant,Web Development,تطوير الويب
83,تطوير موقع تجارة إلكترونية لبيع الملابس (E-Commerce Fashion Website),2025-05-16,375.0,30.0,7,https://mostaql.com/project/1090589-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3-e-commerce-fashion-website,Web Development,تطوير الويب
84,استشارة لتنظيم فكرة إنشاء منصة p2p,2025-05-16,75.0,8.0,22,https://mostaql.com/project/1090581-%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A9-%D9%84%D8%AA%D9%86%D8%B8%D9%8A%D9%85-%D9%81%D9%83%D8%B1%D8%A9-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9-p2p,Data Analysis,تحليل البيانات
85,مبرمج لارافيل محترف لعمل إصلاحات وتطويرات على موقع ecommerce قائم,2025-05-16,175.0,14.0,31,https://mostaql.com/project/1090549-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A7%D8%B1%D8%A7%D9%81%D9%8A%D9%84-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%B9%D9%85%D9%84-%D8%A5%D8%B5%D9%84%D8%A7%D8%AD%D8%A7%D8%AA-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%82%D8%B9-ecommerce-%D9%82%D8%A7%D8%A6%D9%85,Web Development,تطوير الويب
86,تطوير موقع مسلسلات دراما قصيرة,2025-05-16,750.0,60.0,37,https://mostaql.com/project/1090373-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D8%B3%D9%84%D8%B3%D9%84%D8%A7%D8%AA-%D8%AF%D8%B1%D8%A7%D9%85%D8%A7-%D9%82%D8%B5%D9%8A%D8%B1%D8%A9,Web Development,تطوير الويب
87,تطوير بسيط لتطبيق موقع ويب (دارت فلاتر),2025-05-16,37.5,7.0,2,https://mostaql.com/project/1090374-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%8A%D8%A8-%D8%AF%D8%A7%D8%B1%D8%AA-%D9%81%D9%84%D8%A7%D8%AA%D8%B1,Web Development,تطوير الويب
88,تصميم وتطوير موقع لشركة ناشئة,2025-05-16,750.0,30.0,30,https://mostaql.com/project/1090599-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D9%86%D8%A7%D8%B4%D8%A6%D8%A9,Web Development,تطوير الويب
89,تصميم متجر WordPress و WooCommerce لبيع منتجات رقمية واستشارات,2025-05-16,375.0,25.0,3,https://mostaql.com/project/1090412-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D8%AA%D8%AC%D8%B1-wordpress-%D9%88-woocommerce-%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA,Web Development,تطوير الويب
90,إكمال مشروع React,2025-05-16,175.0,30.0,2,https://mostaql.com/project/1090512-%D8%A5%D9%83%D9%85%D8%A7%D9%84-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-react,Web Development,تطوير الويب
91,رفع سيرفر Nod.js وموقع وردبريس على azure,2025-05-16,75.0,2.0,9,https://mostaql.com/project/1090382-%D8%B1%D9%81%D8%B9-%D8%B3%D9%8A%D8%B1%D9%81%D8%B1-nodjs-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%B9%D9%84%D9%89-azure,Mobile Development,تطوير الهاتف المحمول
92,منصة للتواصل الاجتماعي مثل فيسبوك,2025-05-16,175.0,3.0,17,https://mostaql.com/project/1090443-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A-%D9%85%D8%AB%D9%84-%D9%81%D9%8A%D8%B3%D8%A8%D9%88%D9%83,Web Development,تطوير الويب
93,خبير n8n مع موقع ووردبريس تجاري,2025-05-16,175.0,10.0,13,https://mostaql.com/project/1090557-%D8%AE%D8%A8%D9%8A%D8%B1-n8n-%D9%85%D8%B9-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A,Web Development,تطوير الويب
94,برمجة موقع كورسات,2025-05-16,175.0,10.0,3,https://mostaql.com/project/1090327-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D9%83%D9%88%D8%B1%D8%B3%D8%A7%D8%AA,Web Development,تطوير الويب
95,رفع كود جاهز على خادم VPS وتصميم واجهة الموقع وربط الخدمات ببعضها بشكل متكامل,2025-05-16,375.0,30.0,7,https://mostaql.com/project/1090441-%D8%B1%D9%81%D8%B9-%D9%83%D9%88%D8%AF-%D8%AC%D8%A7%D9%87%D8%B2-%D8%B9%D9%84%D9%89-%D8%AE%D8%A7%D8%AF%D9%85-vps-%D9%88%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%88%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A8%D8%A8%D8%B9%D8%B6%D9%87%D8%A7-%D8%A8%D8%B4%D9%83%D9%84-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84,Data Analysis,تحليل البيانات
96,تصميم موقع على الووردبريس,2025-05-16,175.0,2.0,11,https://mostaql.com/project/1090454-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3,Web Development,تطوير الويب
97,تحليل شامل لمتجر إلكتروني على سلة وتحديد أسباب التراجع المفاجئ في المبيعات,2025-05-16,175.0,2.0,24,https://mostaql.com/project/1090383-%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%B4%D8%A7%D9%85%D9%84-%D9%84%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-%D8%B3%D9%84%D8%A9-%D9%88%D8%AA%D8%AD%D8%AF%D9%8A%D8%AF-%D8%A3%D8%B3%D8%A8%D8%A7%D8%A8-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%AC%D8%B9-%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%AC%D8%A6-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%A8%D9%8A%D8%B9%D8%A7%D8%AA,Web Development,تطوير الويب
98,تعديلات وتجهيز موقع ووردبريس,2025-05-16,37.5,3.0,7,https://mostaql.com/project/1090401-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D9%88%D8%AA%D8%AC%D9%87%D9%8A%D8%B2-%D9%85%D9%88%D9%82%D8%B9-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3,Web Development,تطوير الويب
99,تقديم اسكربت مثل موقع حراج,2025-05-16,175.0,2.0,24,https://mostaql.com/project/1090347-%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%A7%D8%B3%D9%83%D8%B1%D8%A8%D8%AA-%D9%85%D8%AB%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%AD%D8%B1%D8%A7%D8%AC,Other,آخر
100,مطور تطبيق جوال لتطبيق خزانتي الذكية (AI Wardrobe),2025-05-16,750.0,60.0,7,https://mostaql.com/project/1090075-%D9%85%D8%B7%D9%88%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AE%D8%B2%D8%A7%D9%86%D8%AA%D9%8A-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9-ai-wardrobe,Mobile Development,تطوير الهاتف المحمول
101,تطوير تطبيق موبايل متكامل للدروس الخصوصية لجميع المراحل التعليمية,2025-05-16,1750.0,365.0,22,https://mostaql.com/project/1090144-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%85%D8%AA%D9%83%D8%A7%D9%85%D9%84-%D9%84%D9%84%D8%AF%D8%B1%D9%88%D8%B3-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D8%AD%D9%84-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9,Mobile Development,تطوير الهاتف المحمول
102,مدرب في التطوير القيادي,2025-05-16,1750.0,14.0,4,https://mostaql.com/project/1090006-%D9%85%D8%AF%D8%B1%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D8%AF%D9%8A,Web Development,تطوير الويب
103,مبرمج/مصمم محترف لتصميم وبرمجة متجر إلكتروني كامل خاص ببيع منتجات المكياج.,2025-05-16,175.0,3.0,2,https://mostaql.com/project/1090361-%D9%85%D8%A8%D8%B1%D9%85%D8%AC%D9%85%D8%B5%D9%85%D9%85-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%83%D8%A7%D9%85%D9%84-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%A8%D9%8A%D8%B9-%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%83%D9%8A%D8%A7%D8%AC,Data Analysis,تحليل البيانات
104,مبرمج ذكي,2025-05-16,37.5,10.0,5,https://mostaql.com/project/1090058-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D8%B0%D9%83%D9%8A,Data Analysis,تحليل البيانات
105,إضافة خدمة لتطبيق توصيل مطلوب مطور Full Stack developer,2025-05-16,750.0,6.0,6,https://mostaql.com/project/1090284-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D8%AE%D8%AF%D9%85%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D9%85%D8%B7%D9%84%D9%88%D8%A8-%D9%85%D8%B7%D9%88%D8%B1-full-stack-developer,Mobile Development,تطوير الهاتف المحمول
106,تعديل نظام المحاسبة في برنامج ERP,2025-05-16,75.0,3.0,5,https://mostaql.com/project/1090298-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D9%81%D9%8A-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-erp,Data Analysis,تحليل البيانات
107,تعديلات وتحديث الإضافات على موقع أوبن كارت,2025-05-16,75.0,7.0,20,https://mostaql.com/project/1090353-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D9%88%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB-%D8%A7%D9%84%D8%A5%D8%B6%D8%A7%D9%81%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%82%D8%B9-%D8%A3%D9%88%D8%A8%D9%86-%D9%83%D8%A7%D8%B1%D8%AA,Web Development,تطوير الويب
108,تطبيق جاهز ديليفري وتكسي,2025-05-16,375.0,5.0,15,https://mostaql.com/project/1090358-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D8%A7%D9%87%D8%B2-%D8%AF%D9%8A%D9%84%D9%8A%D9%81%D8%B1%D9%8A-%D9%88%D8%AA%D9%83%D8%B3%D9%8A,Data Science,علم البيانات
109,برمجة لعبة تحديات للجوال,2025-05-16,3750.0,75.0,15,https://mostaql.com/project/1010386-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%84%D8%B9%D8%A8%D8%A9-%D8%AA%D8%AD%D8%AF%D9%8A%D8%A7%D8%AA-%D9%84%D9%84%D8%AC%D9%88%D8%A7%D9%84,Mobile Development,تطوير الهاتف المحمول
110,إنشاء تطبيق مشابه لتطبيق الأسطورة,2025-05-16,750.0,30.0,66,https://mostaql.com/project/1089116-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A7%D9%84%D8%A3%D8%B3%D8%B7%D9%88%D8%B1%D8%A9,Web Development,تطوير الويب
111,استخراج apk وتحسين الوضع الحالي للتطبيق,2025-05-16,37.5,2.0,20,https://mostaql.com/project/1090018-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1%D8%A7%D8%AC-apk-%D9%88%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%A7%D9%84%D9%88%D8%B6%D8%B9-%D8%A7%D9%84%D8%AD%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82,Mobile Development,تطوير الهاتف المحمول
112,مختص لتخصيص وتهيئة نظام Microsoft Dynamic,2025-05-16,175.0,10.0,10,https://mostaql.com/project/1090038-%D9%85%D8%AE%D8%AA%D8%B5-%D9%84%D8%AA%D8%AE%D8%B5%D9%8A%D8%B5-%D9%88%D8%AA%D9%87%D9%8A%D8%A6%D8%A9-%D9%86%D8%B8%D8%A7%D9%85-microsoft-dynamic,Data Analysis,تحليل البيانات
113,مطور Frontend متخصص في React للعمل على مشروع حجوزات طبية,2025-05-16,75.0,15.0,6,https://mostaql.com/project/1090069-%D9%85%D8%B7%D9%88%D8%B1-frontend-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%8A-react-%D9%84%D9%84%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%B7%D8%A8%D9%8A%D8%A9,Web Development,تطوير الويب
