Title,Link,client name,Type,Budget,Category,Date Posted
Recipe page ,https://www.freelanceyard.com/en/jobs/recipe-page-38,FelixCo ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 28-04-2025
Project Requirements Review,https://www.freelanceyard.com/en/jobs/project-requirements-review,Tech Dev ,Individual,Budget: 150 - 300 EGP,(IT & Tech),Posted at: 28-04-2025
Creating a simple bash script ,https://www.freelanceyard.com/en/jobs/creating-a-simple-bash-script,Flowr Agency ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Design mockups of a shopping cart page. ,https://www.freelanceyard.com/en/jobs/design-mockups-of-a-shopping-cart-page,Flowr Agency ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
"Create the homepage, including its hero section. ",https://www.freelanceyard.com/en/jobs/create-the-homepage-including-its-hero-section-2,Flowr Agency ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 28-04-2025
Design a book catalog and search interface. ,https://www.freelanceyard.com/en/jobs/design-a-book-catalog-and-search-interface-2,FelixCo ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Layout for product listings and filters in crafting. ,https://www.freelanceyard.com/en/jobs/layout-for-product-listings-and-filters-in-crafting-1,FelixCo ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Create checkout and rental confirmation screens. ,https://www.freelanceyard.com/en/jobs/create-checkout-and-rental-confirmation-screens-1,FelixCo ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
"Create the homepage, including its hero section. ",https://www.freelanceyard.com/en/jobs/create-the-homepage-including-its-hero-section-3,Hariga Advertising ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Design the layout for user account creation and profile settings. ,https://www.freelanceyard.com/en/jobs/design-the-layout-for-user-account-creation-and-profile-settings,Hariga Advertising ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Create a brand and style guide. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide-2,Hariga Advertising ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Develop a brand and style guide for TravelSure. ,https://www.freelanceyard.com/en/jobs/develop-a-brand-and-style-guide-for-travelsure-1,Hariga Advertising ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 28-04-2025
Develop an administrative dashboard. ,https://www.freelanceyard.com/en/jobs/develop-an-administrative-dashboard,Flowr Agency ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Create a webpage for renting baskets. ,https://www.freelanceyard.com/en/jobs/create-a-webpage-for-renting-baskets-1,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Design a book catalog and search interface. ,https://www.freelanceyard.com/en/jobs/design-a-book-catalog-and-search-interface,COMMERGENT ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Using SSH to connect to a remote server ,https://www.freelanceyard.com/en/jobs/using-ssh-to-connect-to-a-remote-server,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Create a brand and style guide for Bookify. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide-for-bookify-1,Codezilla SRL ,Corporate,Budget: 12 USD,(IT & Tech),Posted at: 28-04-2025
Create the designs for the checkout and confirmation screens. ,https://www.freelanceyard.com/en/jobs/create-the-designs-for-the-checkout-and-confirmation-screens-1,EchoGlobal ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Design flaws and missing pages. ,https://www.freelanceyard.com/en/jobs/design-flaws-and-missing-pages-1,EchoGlobal ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Design a book catalog and search interface. ,https://www.freelanceyard.com/en/jobs/design-a-book-catalog-and-search-interface-1,EchoGlobal ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Create a brand and style guide. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide-1,EchoGlobal ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Develop a brand and style guide for TravelSure. ,https://www.freelanceyard.com/en/jobs/develop-a-brand-and-style-guide-for-travelsure,COMMERGENT ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 28-04-2025
Create the designs for the checkout and confirmation screens. ,https://www.freelanceyard.com/en/jobs/create-checkout-and-rental-confirmation-screens,Brain 4 Strategy ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Create the design for user accounts and rented books. ,https://www.freelanceyard.com/en/jobs/create-the-design-for-user-accounts-and-rented-books,Brain 4 Strategy ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Deploying a simple static website ,https://www.freelanceyard.com/en/jobs/deploying-a-simple-static-website,Bonnie & Clyde Advertising Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Create an admin dashboard UI. ,https://www.freelanceyard.com/en/jobs/create-an-admin-dashboard-ui,Born Digital ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Design essential screens with mobile layouts first. ,https://www.freelanceyard.com/en/jobs/design-essential-screens-with-mobile-layouts-first-1,Born Digital ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Design flaws and missing pages. ,https://www.freelanceyard.com/en/jobs/design-flaws-and-missing-pages,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Prioritize mobile design when creating key pages. ,https://www.freelanceyard.com/en/jobs/prioritize-mobile-design-when-creating-key-pages-1,Codezilla SRL ,Corporate,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Layout for product listings and filters in crafting. ,https://www.freelanceyard.com/en/jobs/layout-for-product-listings-and-filters-in-crafting,Codezilla SRL ,Corporate,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
"Create the homepage, including its hero section. ",https://www.freelanceyard.com/en/jobs/create-the-homepage-including-its-hero-section-1,Brain 4 Strategy ,Startup,Budget: 14 USD,(IT & Tech),Posted at: 28-04-2025
EventSure's Branding and Style Guide ,https://www.freelanceyard.com/en/jobs/eventsures-branding-and-style-guide,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Prioritize mobile design when creating key pages. ,https://www.freelanceyard.com/en/jobs/prioritize-mobile-design-when-creating-key-pages,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Freelance Invoice Tracker,https://www.freelanceyard.com/en/jobs/freelance-invoice-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Podcast Guest Booking Tracker,https://www.freelanceyard.com/en/jobs/podcast-guest-booking-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Garden Planting Schedule,https://www.freelanceyard.com/en/jobs/garden-planting-schedule,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Startup Pitch Registration,https://www.freelanceyard.com/en/jobs/startup-pitch-registration,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Design essential screens with mobile layouts first. ,https://www.freelanceyard.com/en/jobs/design-essential-screens-with-mobile-layouts-first,Born Digital ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
"Create the homepage, including its hero section. ",https://www.freelanceyard.com/en/jobs/create-the-homepage-including-its-hero-section,Born Digital ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Create a brand and style guide. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide,Bonnie & Clyde Advertising Studio ,Startup,Budget: 10 USD,(IT & Tech),Posted at: 28-04-2025
Create a brand and style guide for Bookify. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide-for-bookify,Bonnie & Clyde Advertising Studio ,Startup,Budget: 12 USD,(IT & Tech),Posted at: 28-04-2025
Create a webpage for renting baskets. ,https://www.freelanceyard.com/en/jobs/create-a-webpage-for-renting-baskets,Bonnie & Clyde Advertising Studio ,Startup,Budget: 13 USD,(IT & Tech),Posted at: 28-04-2025
Movie Night RSVP Tracker,https://www.freelanceyard.com/en/jobs/movie-night-rsvp-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Virtual Art Gallery Visitor Log,https://www.freelanceyard.com/en/jobs/virtual-art-gallery-visitor-log,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Minimalistic CRM,https://www.freelanceyard.com/en/jobs/minimalistic-crm,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Travel Checklist Manager,https://www.freelanceyard.com/en/jobs/travel-checklist-manager,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Daily Study Goal Tracker,https://www.freelanceyard.com/en/jobs/daily-study-goal-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Art Workshop Enrollment System,https://www.freelanceyard.com/en/jobs/art-workshop-enrollment-system,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Home Repair Request Tracker,https://www.freelanceyard.com/en/jobs/home-repair-request-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Volunteer Event Registration,https://www.freelanceyard.com/en/jobs/volunteer-event-registration,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Student Internship Application Tracker,https://www.freelanceyard.com/en/jobs/student-internship-application-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Fitness Class Sign-Up Tracker,https://www.freelanceyard.com/en/jobs/fitness-class-sign-up-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Budget Expense Logger,https://www.freelanceyard.com/en/jobs/budget-expense-logger,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Event RSVP Tracker,https://www.freelanceyard.com/en/jobs/event-rsvp-tracker-1,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Minimal Book Wishlist,https://www.freelanceyard.com/en/jobs/minimal-book-wishlist,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Simple Subscription Manager,https://www.freelanceyard.com/en/jobs/simple-subscription-manager,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Daily Mood Logger,https://www.freelanceyard.com/en/jobs/daily-mood-logger,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Homework Task Organizer,https://www.freelanceyard.com/en/jobs/homework-task-organizer,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Quick Contact Tracker,https://www.freelanceyard.com/en/jobs/quick-contact-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Simple Lead Manager,https://www.freelanceyard.com/en/jobs/simple-lead-manager,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Parking Spot Reservation,https://www.freelanceyard.com/en/jobs/parking-spot-reservation,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Simple Habit Tracker,https://www.freelanceyard.com/en/jobs/simple-habit-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Quick Expense Logger,https://www.freelanceyard.com/en/jobs/quick-expense-logger,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Quick Skill Tracker,https://www.freelanceyard.com/en/jobs/quick-skill-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Local Event Bookmarking,https://www.freelanceyard.com/en/jobs/local-event-bookmarking,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Personal Book Wishlist,https://www.freelanceyard.com/en/jobs/personal-book-wishlist,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Plant Watering Tracker,https://www.freelanceyard.com/en/jobs/plant-watering-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Gift Card Balance Tracker,https://www.freelanceyard.com/en/jobs/gift-card-balance-tracker,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Quick Parking Spot Reservation,https://www.freelanceyard.com/en/jobs/quick-parking-spot-reservation,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Mini Grocery Stock Manager,https://www.freelanceyard.com/en/jobs/mini-grocery-stock-manager,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Lost and Found API,https://www.freelanceyard.com/en/jobs/lost-and-found-api,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Daily Mood Tracker,https://www.freelanceyard.com/en/jobs/daily-mood-tracker-1,Infinity Solutions ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 27-04-2025
UI/UX Designer for Contact Form - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-contact-form-final-delivery-1,M4Tech ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 27-04-2025
UI/UX Designer for Contact Form - phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-contact-form-phase-2-1,M4Tech ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Frontend Developer Needed to Build Static Barbershop Website (HTML/CSS/JS),https://www.freelanceyard.com/en/jobs/frontend-developer-needed-to-build-static-barbershop-website-htmlcssjs-2,Microdot ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
تصميم back endل موقع,https://www.freelanceyard.com/en/jobs/tsmym-back-endl-mokaa,Khidma ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-04-2025
تصميم back end لموقع,https://www.freelanceyard.com/en/jobs/tsmym-back-end-lmokaa,Khidma ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 26-04-2025
Fitness Daily Log,https://www.freelanceyard.com/en/jobs/fitness-daily-log,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
Virtual Recipe Box,https://www.freelanceyard.com/en/jobs/virtual-recipe-box,Infinity Solutions ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
UI/UX Designer for a Mood Interface - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-mood-interface-final-delivery-1,M4Tech ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 27-04-2025
UI/UX Designer for a Mood Interface - Phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-mood-interface-phase-2-1,M4Tech ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 27-04-2025
UI/UX Designer for a Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-mood-tracker-interface-1,M4Tech ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 27-04-2025
UI/UX Designer for Contact Form - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-contact-form-final-delivery-1,M4Tech ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 26-04-2025
تصميم ui/ux ل موقع خاص بتقديم الخدمات,https://www.freelanceyard.com/en/jobs/tsmym-uiux-l-mokaa-khas-btkdym-alkhdmat,Khidma ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 26-04-2025
Change the background of my website to a gradient between two colors,https://www.freelanceyard.com/en/jobs/change-the-background-of-my-website-to-a-gradient-between-two-colors,Fares ,Startup,Budget: 100 - 120 EGP,(IT & Tech),Posted at: 26-04-2025
"Machine Learning Model for Predicting House Prices Based on Location, Size, and Features",https://www.freelanceyard.com/en/jobs/machine-learning-model-for-predicting-house-prices-based-on-location-size-and-features,Code Nest ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
Frontend Developer Needed to Build Static Barbershop Website (HTML/CSS/JS),https://www.freelanceyard.com/en/jobs/frontend-developer-needed-to-build-static-barbershop-website-htmlcssjs-1,Top Trade ,Individual,Budget: 100 EGP,(IT & Tech),Posted at: 25-04-2025
تصميم back end,https://www.freelanceyard.com/en/jobs/tsmym-back-end,Khidma ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 26-04-2025
تصميم front end ل موقع,https://www.freelanceyard.com/en/jobs/tsmym-front-end-l-mokaa-2,Khidma ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-04-2025
تصميم front end ل موقع,https://www.freelanceyard.com/en/jobs/tsmym-front-end-l-mokaa-1,Khidma ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 26-04-2025
تصميم front end ل موقع,https://www.freelanceyard.com/en/jobs/tsmym-front-end-l-mokaa,Khidma ,Startup,Budget: 100 EGP,(IT & Tech),Posted at: 26-04-2025
تصميم ui/ux ل موقع خاص بتقديم الخدمات,https://www.freelanceyard.com/en/jobs/tsmym-uiux-l-mokaa-khas-btkdym-alkhdmat-2,Khidma ,Startup,Budget: 5 USD,(IT & Tech),Posted at: 26-04-2025
تصميم ui/ux ل موقع خاص بتقديم الخدمات,https://www.freelanceyard.com/en/jobs/tsmym-uiux-l-mokaa-khas-btkdym-alkhdmat-1,Khidma ,Startup,Budget: 150 EGP,(IT & Tech),Posted at: 26-04-2025
Manual Tester Needed for Restaurant Booking Website,https://www.freelanceyard.com/en/jobs/manual-tester-needed-for-restaurant-booking-website,mohmed noor ,Individual,Budget: 5 - 10 USD,(IT & Tech),Posted at: 25-04-2025
Website Functionality Tester for a Small E-commerce Site,https://www.freelanceyard.com/en/jobs/website-functionality-tester-for-a-small-e-commerce-site,NabdCode ,Individual,Budget: 5 - 7 USD,(IT & Tech),Posted at: 25-04-2025
