ID,Title,Link,client name,Type,Budget,Category,Date Posted
166,Create a brand and style guide. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide-1,EchoGlobal ,Startup,10.0,IT & Tech,2025-04-28
167,Develop a brand and style guide for TravelSure. ,https://www.freelanceyard.com/en/jobs/develop-a-brand-and-style-guide-for-travelsure,COMMERGENT ,Startup,14.0,IT & Tech,2025-04-28
168,Create the designs for the checkout and confirmation screens. ,https://www.freelanceyard.com/en/jobs/create-checkout-and-rental-confirmation-screens,Brain 4 Strategy ,Startup,13.0,IT & Tech,2025-04-28
169,Create the design for user accounts and rented books. ,https://www.freelanceyard.com/en/jobs/create-the-design-for-user-accounts-and-rented-books,Brain 4 Strategy ,Startup,13.0,IT & Tech,2025-04-28
170,Deploying a simple static website ,https://www.freelanceyard.com/en/jobs/deploying-a-simple-static-website,Bonnie & Clyde Advertising Studio ,Startup,10.0,IT & Tech,2025-04-28
171,Create an admin dashboard UI. ,https://www.freelanceyard.com/en/jobs/create-an-admin-dashboard-ui,Born Digital ,Startup,10.0,IT & Tech,2025-04-28
172,Design essential screens with mobile layouts first. ,https://www.freelanceyard.com/en/jobs/design-essential-screens-with-mobile-layouts-first-1,Born Digital ,Startup,10.0,IT & Tech,2025-04-28
173,Design flaws and missing pages. ,https://www.freelanceyard.com/en/jobs/design-flaws-and-missing-pages,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-04-28
174,Prioritize mobile design when creating key pages. ,https://www.freelanceyard.com/en/jobs/prioritize-mobile-design-when-creating-key-pages-1,Codezilla SRL ,Corporate,13.0,IT & Tech,2025-04-28
175,Layout for product listings and filters in crafting. ,https://www.freelanceyard.com/en/jobs/layout-for-product-listings-and-filters-in-crafting,Codezilla SRL ,Corporate,10.0,IT & Tech,2025-04-28
176,"Create the homepage, including its hero section. ",https://www.freelanceyard.com/en/jobs/create-the-homepage-including-its-hero-section-1,Brain 4 Strategy ,Startup,14.0,IT & Tech,2025-04-28
177,EventSure's Branding and Style Guide ,https://www.freelanceyard.com/en/jobs/eventsures-branding-and-style-guide,Bonnie & Clyde Advertising Studio ,Startup,13.0,IT & Tech,2025-04-28
178,Prioritize mobile design when creating key pages. ,https://www.freelanceyard.com/en/jobs/prioritize-mobile-design-when-creating-key-pages,Bonnie & Clyde Advertising Studio ,Startup,13.0,IT & Tech,2025-04-28
179,Freelance Invoice Tracker,https://www.freelanceyard.com/en/jobs/freelance-invoice-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
180,Podcast Guest Booking Tracker,https://www.freelanceyard.com/en/jobs/podcast-guest-booking-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
181,Garden Planting Schedule,https://www.freelanceyard.com/en/jobs/garden-planting-schedule,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
182,Startup Pitch Registration,https://www.freelanceyard.com/en/jobs/startup-pitch-registration,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
183,Design essential screens with mobile layouts first. ,https://www.freelanceyard.com/en/jobs/design-essential-screens-with-mobile-layouts-first,Born Digital ,Startup,10.0,IT & Tech,2025-04-28
184,"Create the homepage, including its hero section. ",https://www.freelanceyard.com/en/jobs/create-the-homepage-including-its-hero-section,Born Digital ,Startup,10.0,IT & Tech,2025-04-28
185,Create a brand and style guide. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide,Bonnie & Clyde Advertising Studio ,Startup,10.0,IT & Tech,2025-04-28
186,Create a brand and style guide for Bookify. ,https://www.freelanceyard.com/en/jobs/create-a-brand-and-style-guide-for-bookify,Bonnie & Clyde Advertising Studio ,Startup,12.0,IT & Tech,2025-04-28
187,Create a webpage for renting baskets. ,https://www.freelanceyard.com/en/jobs/create-a-webpage-for-renting-baskets,Bonnie & Clyde Advertising Studio ,Startup,13.0,IT & Tech,2025-04-28
188,Movie Night RSVP Tracker,https://www.freelanceyard.com/en/jobs/movie-night-rsvp-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
189,Virtual Art Gallery Visitor Log,https://www.freelanceyard.com/en/jobs/virtual-art-gallery-visitor-log,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
190,Minimalistic CRM,https://www.freelanceyard.com/en/jobs/minimalistic-crm,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
191,Travel Checklist Manager,https://www.freelanceyard.com/en/jobs/travel-checklist-manager,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
192,Daily Study Goal Tracker,https://www.freelanceyard.com/en/jobs/daily-study-goal-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
193,Art Workshop Enrollment System,https://www.freelanceyard.com/en/jobs/art-workshop-enrollment-system,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
194,Home Repair Request Tracker,https://www.freelanceyard.com/en/jobs/home-repair-request-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
195,Volunteer Event Registration,https://www.freelanceyard.com/en/jobs/volunteer-event-registration,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
196,Student Internship Application Tracker,https://www.freelanceyard.com/en/jobs/student-internship-application-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
197,Fitness Class Sign-Up Tracker,https://www.freelanceyard.com/en/jobs/fitness-class-sign-up-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
198,Budget Expense Logger,https://www.freelanceyard.com/en/jobs/budget-expense-logger,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
199,Event RSVP Tracker,https://www.freelanceyard.com/en/jobs/event-rsvp-tracker-1,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
200,Minimal Book Wishlist,https://www.freelanceyard.com/en/jobs/minimal-book-wishlist,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
201,Simple Subscription Manager,https://www.freelanceyard.com/en/jobs/simple-subscription-manager,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
202,Daily Mood Logger,https://www.freelanceyard.com/en/jobs/daily-mood-logger,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
203,Homework Task Organizer,https://www.freelanceyard.com/en/jobs/homework-task-organizer,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
204,Quick Contact Tracker,https://www.freelanceyard.com/en/jobs/quick-contact-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
205,Simple Lead Manager,https://www.freelanceyard.com/en/jobs/simple-lead-manager,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
206,Parking Spot Reservation,https://www.freelanceyard.com/en/jobs/parking-spot-reservation,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
207,Simple Habit Tracker,https://www.freelanceyard.com/en/jobs/simple-habit-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
208,Quick Expense Logger,https://www.freelanceyard.com/en/jobs/quick-expense-logger,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
209,Quick Skill Tracker,https://www.freelanceyard.com/en/jobs/quick-skill-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
210,Local Event Bookmarking,https://www.freelanceyard.com/en/jobs/local-event-bookmarking,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
211,Personal Book Wishlist,https://www.freelanceyard.com/en/jobs/personal-book-wishlist,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
212,Plant Watering Tracker,https://www.freelanceyard.com/en/jobs/plant-watering-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
213,Gift Card Balance Tracker,https://www.freelanceyard.com/en/jobs/gift-card-balance-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
214,Quick Parking Spot Reservation,https://www.freelanceyard.com/en/jobs/quick-parking-spot-reservation,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
215,Mini Grocery Stock Manager,https://www.freelanceyard.com/en/jobs/mini-grocery-stock-manager,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
216,Lost and Found API,https://www.freelanceyard.com/en/jobs/lost-and-found-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
217,Daily Mood Tracker,https://www.freelanceyard.com/en/jobs/daily-mood-tracker-1,Infinity Solutions ,Startup,5.0,IT & Tech,2025-04-27
218,UI/UX Designer for Contact Form - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-contact-form-final-delivery-1,M4Tech ,Startup,4.8,IT & Tech,2025-04-27
219,UI/UX Designer for Contact Form - phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-contact-form-phase-2-1,M4Tech ,Startup,3.2,IT & Tech,2025-04-27
220,Frontend Developer Needed to Build Static Barbershop Website (HTML/CSS/JS),https://www.freelanceyard.com/en/jobs/frontend-developer-needed-to-build-static-barbershop-website-htmlcssjs-2,Microdot ,Startup,3.2,IT & Tech,2025-04-27
221,تصميم back endل موقع,https://www.freelanceyard.com/en/jobs/tsmym-back-endl-mokaa,Khidma ,Startup,5.0,IT & Tech,2025-04-26
222,تصميم back end لموقع,https://www.freelanceyard.com/en/jobs/tsmym-back-end-lmokaa,Khidma ,Startup,4.8,IT & Tech,2025-04-26
223,Fitness Daily Log,https://www.freelanceyard.com/en/jobs/fitness-daily-log,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
224,Virtual Recipe Box,https://www.freelanceyard.com/en/jobs/virtual-recipe-box,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-27
225,UI/UX Designer for a Mood Interface - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-mood-interface-final-delivery-1,M4Tech ,Startup,4.8,IT & Tech,2025-04-27
226,UI/UX Designer for a Mood Interface - Phase 2,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-mood-interface-phase-2-1,M4Tech ,Startup,3.2,IT & Tech,2025-04-27
227,UI/UX Designer for a Mood Tracker Interface,https://www.freelanceyard.com/en/jobs/uiux-designer-for-a-mood-tracker-interface-1,M4Tech ,Startup,5.0,IT & Tech,2025-04-27
228,UI/UX Designer for Contact Form - Final Delivery,https://www.freelanceyard.com/en/jobs/uiux-designer-for-contact-form-final-delivery-1,M4Tech ,Startup,4.8,IT & Tech,2025-04-26
229,تصميم ui/ux ل موقع خاص بتقديم الخدمات,https://www.freelanceyard.com/en/jobs/tsmym-uiux-l-mokaa-khas-btkdym-alkhdmat,Khidma ,Startup,3.2,IT & Tech,2025-04-26
230,Change the background of my website to a gradient between two colors,https://www.freelanceyard.com/en/jobs/change-the-background-of-my-website-to-a-gradient-between-two-colors,Fares ,Startup,3.52,IT & Tech,2025-04-26
231,"Machine Learning Model for Predicting House Prices Based on Location, Size, and Features",https://www.freelanceyard.com/en/jobs/machine-learning-model-for-predicting-house-prices-based-on-location-size-and-features,Code Nest ,Startup,3.2,IT & Tech,2025-04-25
232,Frontend Developer Needed to Build Static Barbershop Website (HTML/CSS/JS),https://www.freelanceyard.com/en/jobs/frontend-developer-needed-to-build-static-barbershop-website-htmlcssjs-1,Top Trade ,Individual,3.2,IT & Tech,2025-04-25
233,تصميم back end,https://www.freelanceyard.com/en/jobs/tsmym-back-end,Khidma ,Startup,3.2,IT & Tech,2025-04-26
234,تصميم front end ل موقع,https://www.freelanceyard.com/en/jobs/tsmym-front-end-l-mokaa-2,Khidma ,Startup,5.0,IT & Tech,2025-04-26
235,تصميم front end ل موقع,https://www.freelanceyard.com/en/jobs/tsmym-front-end-l-mokaa-1,Khidma ,Startup,4.8,IT & Tech,2025-04-26
236,تصميم front end ل موقع,https://www.freelanceyard.com/en/jobs/tsmym-front-end-l-mokaa,Khidma ,Startup,3.2,IT & Tech,2025-04-26
237,تصميم ui/ux ل موقع خاص بتقديم الخدمات,https://www.freelanceyard.com/en/jobs/tsmym-uiux-l-mokaa-khas-btkdym-alkhdmat-2,Khidma ,Startup,5.0,IT & Tech,2025-04-26
238,تصميم ui/ux ل موقع خاص بتقديم الخدمات,https://www.freelanceyard.com/en/jobs/tsmym-uiux-l-mokaa-khas-btkdym-alkhdmat-1,Khidma ,Startup,4.8,IT & Tech,2025-04-26
239,Manual Tester Needed for Restaurant Booking Website,https://www.freelanceyard.com/en/jobs/manual-tester-needed-for-restaurant-booking-website,mohmed noor ,Individual,7.5,IT & Tech,2025-04-25
240,Website Functionality Tester for a Small E-commerce Site,https://www.freelanceyard.com/en/jobs/website-functionality-tester-for-a-small-e-commerce-site,NabdCode ,Individual,6.0,IT & Tech,2025-04-25
241,Prescription Tracker,https://www.freelanceyard.com/en/jobs/prescription-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
242,Language Learning Progress Tracker,https://www.freelanceyard.com/en/jobs/language-learning-progress-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
243,Frontend Developer Needed to Build Static Barbershop Website (HTML/CSS/JS),https://www.freelanceyard.com/en/jobs/frontend-developer-needed-to-build-static-barbershop-website-htmlcssjs,Awlad Younis ,Startup,3.2,IT & Tech,2025-04-25
244,Charity Donation Tracker,https://www.freelanceyard.com/en/jobs/charity-donation-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
245,Virtual Habit Tracker API,https://www.freelanceyard.com/en/jobs/virtual-habit-tracker-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
246,Time Capsule API,https://www.freelanceyard.com/en/jobs/time-capsule-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
247,Virtual Study Group API,https://www.freelanceyard.com/en/jobs/virtual-study-group-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
248,Mood Tracker API,https://www.freelanceyard.com/en/jobs/mood-tracker-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
249,Manual Tester Needed for Restaurant Booking Website,https://www.freelanceyard.com/en/jobs/grocery-list-manager,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
250,Study Reminder,https://www.freelanceyard.com/en/jobs/study-reminder,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
251,Job Application Tracker,https://www.freelanceyard.com/en/jobs/job-application-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
252,Personal Finance Tracker,https://www.freelanceyard.com/en/jobs/personal-finance-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
253,Daily Affirmations API,https://www.freelanceyard.com/en/jobs/daily-affirmations-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
254,Recipe Book API,https://www.freelanceyard.com/en/jobs/recipe-book-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
255,Digital Wallet API,https://www.freelanceyard.com/en/jobs/digital-wallet-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
256,Bookmarks Manager API,https://www.freelanceyard.com/en/jobs/bookmarks-manager-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
257,Gift Wishlist,https://www.freelanceyard.com/en/jobs/gift-wishlist,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
258,Fitness Progress Tracker,https://www.freelanceyard.com/en/jobs/fitness-progress-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
259,Event Registration,https://www.freelanceyard.com/en/jobs/event-registration,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
260,Task Reminder,https://www.freelanceyard.com/en/jobs/task-reminder,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
261,GIZLA – Egyptian Streetwear Brand Catalog Cleanup,https://www.freelanceyard.com/en/jobs/gizla-egyptian-streetwear-brand-catalog-cleanup,Code Nest ,Startup,3.2,IT & Tech,2025-04-25
262,Daily Mood Tracker,https://www.freelanceyard.com/en/jobs/daily-mood-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
263,Meeting Schedule API,https://www.freelanceyard.com/en/jobs/meeting-schedule-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
264,Event RSVP Tracker,https://www.freelanceyard.com/en/jobs/event-rsvp-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
265,Maintenance Request,https://www.freelanceyard.com/en/jobs/maintenance-request-1,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
266,Student Feedback Tracker,https://www.freelanceyard.com/en/jobs/student-feedback-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
267,Pet Vaccination Tracker,https://www.freelanceyard.com/en/jobs/pet-vaccination-tracker,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
268,Book Lending API,https://www.freelanceyard.com/en/jobs/book-lending-api,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
269,CairoCam Pro- Photography Gear Catalog Cleanup,https://www.freelanceyard.com/en/jobs/cairocam-pro-photography-gear-catalog-cleanup,Code Nest ,Startup,3.2,IT & Tech,2025-04-25
270,Kawkab Arts-Art Supplies Sheet Cleanup,https://www.freelanceyard.com/en/jobs/kawkab-arts-art-supplies-sheet-cleanup,Code Nest ,Startup,3.2,IT & Tech,2025-04-25
271,PureGlow-Skincare Catalog Standardization,https://www.freelanceyard.com/en/jobs/pureglow-skincare-catalog-standardization,Code Nest ,Startup,3.2,IT & Tech,2025-04-25
272,ElectraTech-Electronics Product Data Cleanup,https://www.freelanceyard.com/en/jobs/electratech-electronics-product-data-cleanup,Code Nest ,Startup,3.2,IT & Tech,2025-04-25
273,Book Wishlist,https://www.freelanceyard.com/en/jobs/book-wishlist,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
274,Movie Watchlist,https://www.freelanceyard.com/en/jobs/movie-watchlist,Infinity Solutions ,Startup,3.2,IT & Tech,2025-04-25
