ID,Title,Category_English,Posted,Avg offer,Duration,Number of Offers,Tags,Tags_en,Link
38,تصميم موقع إلكتروني لشركة خدمات ووردبريس,Web Development,منذ 10 ساعات,$100.00 ,10 أيام,29,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت, ووردبريس, إنشاء موقع ووردبريس","design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script, wordpress, create web wordpress",https://mostaql.com/project/1043059-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%B4%D8%B1%D9%83%D8%A9-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3
39,تطوير متجر إلكتروني إحترافي باستخدام ووردبريس + ووكومرس,Web Development,منذ 14 ساعة,$150.00 ,4 أيام,18,"برمجة مواقع, تصميم مواقع, تصميم UI UX, إنشاء موقع إلكتروني, ووكومرس, تصميم موقع إلكتروني, إنشاء موقع ووردبريس","programing web, design web, design UI UX, create web إلكتروني, ووكومرس, design web إلكتروني, create web wordpress",https://mostaql.com/project/1079926-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A5%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D9%88%D9%88%D9%83%D9%88%D9%85%D8%B1%D8%B3
40,بناء تطبيق أو منصة لبيع مواد صوتية مع نظام حماية المحتوى,Web Development,منذ 13 ساعة,"$1,000.00 ",60 يوما,7,"تصميم مواقع, تصميم بوسترات, تصميم تطبيقات, برمجة, تطوير البرمجيات, برمجة مواقع, برمجة التطبيقات, هندسة البرمجيات","design web, design بوسترات, design  applicationات, programing,  application development , programing web, programing  apps ,programming engineer",https://mostaql.com/project/1079937-%D8%A8%D9%86%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A3%D9%88-%D9%85%D9%86%D8%B5%D8%A9-%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%88%D8%A7%D8%AF-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D9%85%D8%B9-%D9%86%D8%B8%D8%A7%D9%85-%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D8%AD%D8%AA%D9%88%D9%89
41,عمل موقع بورتفوليو شخصى,Web Development,منذ 15 ساعة,$150.00 ,7 أيام,42,"تصميم موقع إلكتروني, HTML, برمجة, تطوير البرمجيات, برمجة مواقع","design web إلكتروني, HTML, programing,  application development , programing web",https://mostaql.com/project/1079860-%D8%B9%D9%85%D9%84-%D9%85%D9%88%D9%82%D8%B9-%D8%A8%D9%88%D8%B1%D8%AA%D9%81%D9%88%D9%84%D9%8A%D9%88-%D8%B4%D8%AE%D8%B5%D9%89
42,مطور Flutter و Firebase لصيانة تطبيق تعليمي وتطوير ميزات بسيطة,Mobile Development,منذ 14 ساعة,$125.00 ,60 يوما,10,"تطوير البرمجيات, برمجة, برمجة مواقع, برمجة التطبيقات, هندسة البرمجيات, تصحيح برمجي"," application development , programing, programing web, programing  apps ,programming engineer, debugging",https://mostaql.com/project/1079920-%D9%85%D8%B7%D9%88%D8%B1-flutter-%D9%88-firebase-%D9%84%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%8A%D8%B2%D8%A7%D8%AA-%D8%A8%D8%B3%D9%8A%D8%B7%D8%A9
43,برمجة تطبيق تواصل إجتماعي,Mobile Development,منذ 14 ساعة,$300.00 ,25 يوما,4,"جافا سكريبت, HTML, Adobe Illustrator, تصميم تطبيقات, تصميم UI UX, إنشاء تطبيق, برمجة مواقع, C++ Programming, إنتاج الفيديو, برمجة, برمجة iOS, برمجة التطبيقات, برمجة أندرويد, برمجة تطبيقات أيفون, هندسة البرمجيات","java script, HTML, Adobe Illustrator, design  applicationات, design UI UX, create  application, programing web, C++ Programming, إنتاج الفيديو, programing, programing iOS, programing  apps , programing android , programing  applicationات أيفون,programming engineer",https://mostaql.com/project/1079944-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A5%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A
44,محترف في سلة لإعادة هيكلة موقع,Web Development,منذ 14 ساعة,$120.00 ,2 يومين,3,"تصميم جرافيك, كتابة المحتوى, الفكرة التصميمية, سلة, تحرير المحتوى, التسويق عبر مواقع التواصل الاجتماعي, التسويق الإلكتروني, فوتوشوب, تصميم متجر إلكتروني, إدخال بيانات, تعديل الصور","design جرافيك, كتابة المحتوى, الفكرة الdesignية, سلة, تحرير المحتوى, التسويق عبر web التواصل الاجتماعي, التسويق الإلكتروني, photoshop, design  online market, إدخال بيانات, تعديل الصور",https://mostaql.com/project/1079898-%D9%85%D8%AD%D8%AA%D8%B1%D9%81-%D9%81%D9%8A-%D8%B3%D9%84%D8%A9-%D9%84%D8%A5%D8%B9%D8%A7%D8%AF%D8%A9-%D9%87%D9%8A%D9%83%D9%84%D8%A9-%D9%85%D9%88%D9%82%D8%B9
45,تطوير موقع لتقديم دورات عن التسويق,Web Development,منذ 10 ساعات,$400.00 ,20 يوما,10,"تصميم UI UX, برمجة, برمجة قواعد البيانات, تصميم موقع إلكتروني, كتابة المحتوى, التسويق الإلكتروني, PHP, تدريس خصوصي, ووردبريس, جافا سكريبت, تطوير الويب, برمجة مواقع, لارافيل, تدريب عن بعد","design UI UX, programing, programing data base, design web إلكتروني, كتابة المحتوى, التسويق الإلكتروني, PHP, تدريس خصوصي, wordpress, java script, devweb, programing web, laravel, تدريب عن بعد",https://mostaql.com/project/1080020-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%AF%D9%88%D8%B1%D8%A7%D8%AA-%D8%B9%D9%86-%D8%A7%D9%84%D8%AA%D8%B3%D9%88%D9%8A%D9%82
46,إنشاء تطبيق فلاتر,Mobile Development,منذ 10 ساعات,$495.00 ,15 يوما,27,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift",https://mostaql.com/project/1080004-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%84%D8%A7%D8%AA%D8%B1
47,إضافة نظام 3cx إلى خدمة العملاء,Telephony Systems,منذ 12 ساعة,$250.00 ,3 أيام,1,"خدمة العملاء, خدمة العملاء عبر الهاتف, إدارة الشبكات, مركز الاتصال, برمجة, تطوير البرمجيات, هندسة البرمجيات","خدمة العملاء, خدمة العملاء عبر الهاتف,  management شبكات, مركز الاتصال, programing,  application development ,programming engineer",https://mostaql.com/project/1079976-%D8%A5%D8%B6%D8%A7%D9%81%D8%A9-%D9%86%D8%B8%D8%A7%D9%85-3cx-%D8%A5%D9%84%D9%89-%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%A1
48,تطوير وربط نظام أودو,Mobile Development,منذ يوم,$100.00 ,6 أيام,4,"تطوير البرمجيات, استكشاف الأخطاء وإصلاحها, برمجة مواقع, بايثون, PHP, HTML, CSS, جافا سكريبت, أودو, برمجة, هندسة البرمجيات, برمجة قواعد البيانات, برمجة التطبيقات, تطوير قاعدة بيانات"," application development , استكشاف الأخطاء وإصلاحها, programing web, python, PHP, HTML, CSS, java script,  odoo  , programing,programming engineer, programing data base, programing  apps , devقاعدة بيانات",https://mostaql.com/project/1068765-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%88%D8%B1%D8%A8%D8%B7-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D9%88%D8%AF%D9%88
49,نشر تطبيق FastAPI على Google Cloud (Cloud Run + Cloud Storage),Web Development,منذ يوم,$146.00 ,2 يومين,4,"هندسة البرمجيات, برمجة التطبيقات, الذكاء الاصطناعي, برمجة مواقع, تطوير البرمجيات, واجهة برمجة التطبيقات, الحوسبة السحابية, Docker, Restful API"," engineering  programes , programing  apps , AI, programing web,  application development , واجهة programing  apps , cloud computing, Docker, Restful API",https://mostaql.com/project/1079817-%D9%86%D8%B4%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-fastapi-%D8%B9%D9%84%D9%89-google-cloud-cloud-run-cloud-storage
50,مصمم ui/ux لتصميم تطبيق,Mobile Development,منذ 15 ساعة,$70.00 ,10 أيام,22,"تصميم تجربة المستخدم, تصميم UI UX, تصميم تطبيقات, Front End, تصميم واجهة المستخدم","design UX, design UI UX, design  applicationات, Front End, design UI",https://mostaql.com/project/1079868-%D9%85%D8%B5%D9%85%D9%85-uiux-%D9%84%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
51,تصميم وتنفيذ لعبة غرف الهروب والألغاز,Game Development,منذ يوم,"$3,250.00 ",30 يوما,4,"تطوير الألعاب, تصميم ألعاب, برمجة, برمجة أندرويد, برمجة التطبيقات, برمجة مواقع, برمجة تطبيقات أيفون","devالألعاب, design ألعاب, programing, programing android , programing  apps , programing web, programing  applicationات أيفون",https://mostaql.com/project/1079512-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%84%D8%B9%D8%A8%D8%A9-%D8%BA%D8%B1%D9%81-%D8%A7%D9%84%D9%87%D8%B1%D9%88%D8%A8-%D9%88%D8%A7%D9%84%D8%A3%D9%84%D8%BA%D8%A7%D8%B2
52,مصمم جرافيك لإدارة موقع الشركة,Web Development,منذ يوم,$37.50 ,7 أيام,2,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS, تصميم جرافيك, التصميم الإبداعي, الفكرة التصميمية"," application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS, design جرافيك, الdesign الإبداعي, الفكرة الdesignية",https://mostaql.com/project/1079492-%D9%85%D8%B5%D9%85%D9%85-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A9
53,مطور واجهات موبايل لتطوير تطبيق,Web Development,منذ يوم,$100.00 ,3 أيام,27,"برمجة, تطوير البرمجيات, برمجة التطبيقات, هندسة البرمجيات, برمجة أندرويد, برمجة iOS","programing,  application development , programing  apps ,programming engineer, programing android , programing iOS",https://mostaql.com/project/1079552-%D9%85%D8%B7%D9%88%D8%B1-%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D9%84%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
54,تعديلات على برنامج PHP لتطبيق توصيل,Web Development,منذ يوم,$185.00 ,7 أيام,10,"PHP, برمجة التطبيقات, تصميم تطبيقات, تطوير التطبيقات, برمجة iOS, إنشاء تطبيق, تطوير البرمجيات, برمجة","PHP, programing  apps , design  applicationات, dev apps , programing iOS, create  application,  application development , programing",https://mostaql.com/project/1079653-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-php-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D9%88%D8%B5%D9%8A%D9%84
55,مبرمج kotlin و laravel لتعديل بسيط على سورس كود,Web Development,منذ يوم,$50.00 ,3 أيام,5,"كوتلن, لارافيل, برمجة, تطوير البرمجيات, برمجة مواقع, هندسة البرمجيات","kotlin, laravel, programing,  application development , programing web,programming engineer",https://mostaql.com/project/1079571-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-kotlin-%D9%88-laravel-%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%A8%D8%B3%D9%8A%D8%B7-%D8%B9%D9%84%D9%89-%D8%B3%D9%88%D8%B1%D8%B3-%D9%83%D9%88%D8%AF
56,تصميم صفحة هبوط,Software Engineering,منذ يوم,$30.00 ,1 يوم,70,"تصميم صفحات الهبوط, برمجة, تطوير البرمجيات, التصميم الإبداعي, إنشاء موقع إلكتروني","design drop pages, programing,  application development , الdesign الإبداعي, create web إلكتروني",https://mostaql.com/project/1079684-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
57,تحسين تصميم منصة تقارير تفاعلية Tableau,Software Engineering,منذ يوم,$25.00 ,7 أيام,13,Tableau,Tableau,https://mostaql.com/project/1079566-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A%D8%A9-tableau
58,تعديل على موقع node js backend,Web Development,منذ يوم,$55.00 ,2 يومين,16,"برمجة, برمجة مواقع, إنشاء موقع إلكتروني, أمن وحماية المواقع, بايثون, جافا سكريبت, node.js","programing, programing web, create web إلكتروني, أمن وحماية الweb, python, java script, node.js",https://mostaql.com/project/1079745-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D9%82%D8%B9-node-js-backend
59,ربط المرحلة الثانية من نظام الفوترة الإلكترونية zatca,Software Engineering,منذ يوم,$100.00 ,2 يومين,3,"هندسة البرمجيات, تطوير البرمجيات, برمجة, VPS, نظام لينكس, لارافيل, PHP"," engineering  programes ,  application development , programing, VPS, نظام لينكس, laravel, PHP",https://mostaql.com/project/1079615-%D8%B1%D8%A8%D8%B7-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%81%D9%88%D8%AA%D8%B1%D8%A9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9-zatca
60,تطبيق خدمات إلكترونية,Web Development,منذ يوم,$800.00 ,60 يوما,25,"برمجة iOS, برمجة أندرويد, إنشاء موقع إلكتروني, تصميم تطبيقات, برمجة التطبيقات, تطوير التطبيقات, إنشاء تطبيق, واجهة برمجة التطبيقات","programing iOS, programing android , create web إلكتروني, design  applicationات, programing  apps , dev apps , create  application, واجهة programing  apps ",https://mostaql.com/project/1036699-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9
61,دعم فني لموقع إلكتروني,Web Development,منذ يوم,$100.00 ,30 يوما,11,"ووردبريس, إنشاء موقع ووردبريس, الدعم الفني, دعم مكتب المساعدة, خدمة العملاء, حل المشكلات, استكشاف الأخطاء وإصلاحها, إدارة علاقات العملاء","wordpress, create web wordpress, الدعم الفني, دعم مكتب المساعدة, خدمة العملاء, حل المشكلات, استكشاف الأخطاء وإصلاحها, إدارة علاقات العملاء",https://mostaql.com/project/1079649-%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
62,ربط Odoo بمنصة Moengage,Data Science,منذ يوم,$120.00 ,3 أيام,3,"برمجة مواقع, هندسة البرمجيات, برمجة التطبيقات, تطوير البرمجيات, برمجة, أودو, إدارة علاقات العملاء","programing web,programming engineer, programing  apps ,  application development , programing,  odoo  , إدارة علاقات العملاء",https://mostaql.com/project/1079601-%D8%B1%D8%A8%D8%B7-odoo-%D8%A8%D9%85%D9%86%D8%B5%D8%A9-moengage
63,تطوير ألعاب دردشة صوتية,Software Engineering,منذ يوم,$40.00 ,3 أيام,1,"برمجة مواقع, برمجة التطبيقات, تصحيح برمجي, برمجة, أنظمة مدمجة, البرمجة الخطية, تعلم البرمجة, اختبار البرمجيات, هندسة البرمجيات, تطوير البرمجيات","programing web, programing  apps , debugging, programing, أنظمة مدمجة, programing الخطية, تعلم programing, testing  programes ,programming engineer,  application development ",https://mostaql.com/project/1079493-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A3%D9%84%D8%B9%D8%A7%D8%A8-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
64,تصميم فيجما لتطبيق ملابس,Mobile Development,منذ يوم,$95.00 ,1 يوم,18,"Figma, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة أندرويد, برمجة iOS, برمجة التطبيقات, هندسة البرمجيات, flutter","Figma, programing,  application development , programing data base, programing android , programing iOS, programing  apps ,programming engineer, flutter",https://mostaql.com/project/1078666-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%81%D9%8A%D8%AC%D9%85%D8%A7-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%84%D8%A7%D8%A8%D8%B3
65,نموذج ذكاء اصطناعي للتنبؤ بقوة ضغط الخرسانة,Data Science,منذ يوم,$30.00 ,7 أيام,29,"تصميم موقع إلكتروني, برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت","design web إلكتروني, programing web, أمن وحماية الweb, python, PHP, CSS, java script",https://mostaql.com/project/1079733-%D9%86%D9%85%D9%88%D8%B0%D8%AC-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%84%D9%84%D8%AA%D9%86%D8%A8%D8%A4-%D8%A8%D9%82%D9%88%D8%A9-%D8%B6%D8%BA%D8%B7-%D8%A7%D9%84%D8%AE%D8%B1%D8%B3%D8%A7%D9%86%D8%A9
66,عمل نظام إدخال وتحقيق بيانات باستخدام Excel,Data Science,منذ يوم,$50.00 ,5 أيام,13,"إدخال بيانات, مايكروسوفت إكسل, مايكروسوفت أوفيس, تطوير البرمجيات, برمجة, برمجة التطبيقات","إدخال بيانات, مايكروسوفت Excel, مايكروسوفت أوفيس,  application development , programing, programing  apps ",https://mostaql.com/project/1079572-%D8%B9%D9%85%D9%84-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%AE%D8%A7%D9%84-%D9%88%D8%AA%D8%AD%D9%82%D9%8A%D9%82-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-excel
67,مبرمج لبناء منصة,Web Development,منذ يوم,"$1,000.00 ",30 يوما,18,"برمجة مواقع, برمجة قواعد البيانات, برمجة, تطوير البرمجيات, هندسة البرمجيات","programing web, programing data base, programing,  application development ,programming engineer",https://mostaql.com/project/1079544-%D9%85%D8%A8%D8%B1%D9%85%D8%AC-%D9%84%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D9%86%D8%B5%D8%A9
68,مطور Odoo لمعالجة مشكلات نظام إدارة حجوزات الفنادق (نظام العمل بالمهمة الواحدة),Web Development,منذ يوم,$60.00 ,2 يومين,5,"البحث والتطوير, بايثون, أودو, برمجة, تطوير البرمجيات, برمجة التطبيقات, هندسة البرمجيات","البحث والتطوير, python,  odoo  , programing,  application development , programing  apps ,programming engineer",https://mostaql.com/project/1079596-%D9%85%D8%B7%D9%88%D8%B1-odoo-%D9%84%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9-%D9%85%D8%B4%D9%83%D9%84%D8%A7%D8%AA-%D9%86%D8%B8%D8%A7%D9%85-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AD%D8%AC%D9%88%D8%B2%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D9%85%D9%87%D9%85%D8%A9-%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF%D8%A9
