ID,Category,Category.1,job_type,Posted,Budget,est. budget,hours/week,duration,UpWork
324,Data Science & Analytics,Data Science,Fixed price,4/23/2025,100,,,,UpWork
325,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,45,<30,<1,UpWork
326,Data Science & Analytics,General IT Support,Hourly,4/23/2025,,,<30,<1,UpWork
327,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,3,<30,<1,UpWork
328,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
329,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,40,>30,2,UpWork
330,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,16.5,<30,<1,UpWork
331,Data Science & Analytics,Web Development,Hourly,4/23/2025,,,<30,<1,UpWork
332,Data Science & Analytics,IT Support / System Setup,Hourly,4/23/2025,,32.5,<30,<1,UpWork
333,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,20,<30,<1,UpWork
334,Data Science & Analytics,Data Science,Hourly,4/23/2025,,100,<30,<1,UpWork
335,Data Science & Analytics,Data Science,Fixed price,4/23/2025,500,,,,UpWork
336,Data Science & Analytics,Data Science,Hourly,4/23/2025,,32.5,<30,<1,UpWork
337,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,20,<30,<1,UpWork
338,Data Science & Analytics,Data Science,Hourly,4/23/2025,,20,<30,<1,UpWork
339,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,200,,,,UpWork
340,Data Science & Analytics,Cloud Computing,Hourly,4/23/2025,,,<30,<1,UpWork
341,Data Science & Analytics,Cloud Computing,Fixed price,4/23/2025,45,,,,UpWork
342,Data Science & Analytics,Web Development,Hourly,4/23/2025,,66,,>6,UpWork
343,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,>30,>6,UpWork
344,Data Science & Analytics,Office Automation / Excel Tools,Hourly,4/23/2025,,,<30,<1,UpWork
345,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
346,Data Science & Analytics,Data Science,Fixed price,4/23/2025,200,,,,UpWork
347,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
348,Data Science & Analytics,Cloud Computing,Hourly,4/23/2025,,55,<30,<1,UpWork
349,Data Science & Analytics,DevOps,Fixed price,4/23/2025,30,,,,UpWork
350,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
351,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,400,,,,UpWork
352,Data Science & Analytics,General IT Support,Hourly,4/23/2025,,,<30,<1,UpWork
353,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,>30,2,UpWork
354,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,84.5,<30,<1,UpWork
355,Data Science & Analytics,Data Science,Fixed price,4/23/2025,300,,,,UpWork
356,Data Science & Analytics,Data Science,Hourly,4/23/2025,,32.5,>30,2,UpWork
357,Data Science & Analytics,Data Science,Hourly,4/23/2025,,50,>30,2,UpWork
358,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,27.5,<30,<1,UpWork
359,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,45,<30,<1,UpWork
360,Data Science & Analytics,General IT Support,Hourly,4/23/2025,,23,<30,<1,UpWork
361,Data Science & Analytics,Data Science,Fixed price,4/23/2025,25,,,,UpWork
362,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,40,,,,UpWork
363,Data Science & Analytics,Data Science,Hourly,4/23/2025,,,<30,<1,UpWork
364,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,100.5,,,,UpWork
365,Data Science & Analytics,Data Science,Fixed price,4/23/2025,50,,,,UpWork
366,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,29.5,<30,<1,UpWork
367,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,55,,,,UpWork
368,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,60,,,,UpWork
369,Data Science & Analytics,Web Development,Hourly,4/23/2025,,33.5,<30,<1,UpWork
370,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,650,,,,UpWork
371,Data Science & Analytics,Data Science,Hourly,4/23/2025,,29.5,<30,<1,UpWork
372,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
373,Data Science & Analytics,Digital Marketing / Tech,Hourly,4/23/2025,,,<30,<1,UpWork
374,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,9,<30,<1,UpWork
375,Data Science & Analytics,Web Development,Hourly,4/23/2025,,70,<30,<1,UpWork
376,Data Science & Analytics,Cyber Security,Hourly,4/23/2025,,14.5,<30,<1,UpWork
377,Data Science & Analytics,Web Development,Hourly,4/23/2025,,55,<30,<1,UpWork
378,Data Science & Analytics,Software Engineering,Hourly,4/23/2025,,,<30,<1,UpWork
379,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,7.5,<30,<1,UpWork
380,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,200,,,,UpWork
381,Data Science & Analytics,Web Development,Hourly,4/23/2025,,28.5,>30,2,UpWork
382,Data Science & Analytics,Web Development,Fixed price,4/23/2025,500,,,,UpWork
383,Data Science & Analytics,Web Development,Fixed price,4/23/2025,220,,,,UpWork
384,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,200,,,,UpWork
385,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
386,Data Science & Analytics,Data Science,Hourly,4/23/2025,,65,>30,>6,UpWork
387,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,52.5,>30,>6,UpWork
388,Data Science & Analytics,Cyber Security,Hourly,4/23/2025,,,<30,<1,UpWork
389,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,20,,,,UpWork
390,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,100,,,,UpWork
391,Data Science & Analytics,Mobile Development,Hourly,4/23/2025,,22.5,>30,2,UpWork
392,Data Science & Analytics,Data Science,Fixed price,4/23/2025,40,,,,UpWork
393,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
394,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,15,>30,4.5,UpWork
395,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,450,,,,UpWork
396,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,42.5,>30,>6,UpWork
397,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
398,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,100,>30,>6,UpWork
399,Data Science & Analytics,Data Science,Fixed price,4/23/2025,100,,,,UpWork
400,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,>30,>6,UpWork
401,Data Science & Analytics,Web Development,Hourly,4/23/2025,,45,<30,<1,UpWork
402,Data Science & Analytics,Web Development,Hourly,4/23/2025,,17.5,<30,<1,UpWork
403,Data Science & Analytics,Web Development,Fixed price,4/23/2025,10,,,,UpWork
404,Data Science & Analytics,Data Science,Hourly,4/23/2025,,45,<30,<1,UpWork
405,Data Science & Analytics,Geospatial Analysis,Hourly,4/23/2025,,,>30,>6,UpWork
406,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
407,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,14,<30,<1,UpWork
408,Data Science & Analytics,Data Science,Hourly,4/23/2025,,55,>30,>6,UpWork
409,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,500,,,,UpWork
410,Data Science & Analytics,Cyber Security,Hourly,4/23/2025,,,>30,>6,UpWork
411,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
412,Data Science & Analytics,Web Development,Hourly,4/23/2025,,9,,<1,UpWork
413,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,29.5,<30,<1,UpWork
414,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,80,,2,UpWork
415,Data Science & Analytics,Web Development,Hourly,4/23/2025,,,<30,<1,UpWork
416,Data Science & Analytics,Cyber Security,Hourly,4/23/2025,,17.5,<30,<1,UpWork
417,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,70,,,,UpWork
418,Data Science & Analytics,Web Development,Fixed price,4/23/2025,250,,,,UpWork
419,Data Science & Analytics,Cyber Security,Fixed price,4/23/2025,200,,,,UpWork
420,Data Science & Analytics,Web Development,Hourly,4/23/2025,,7.5,<30,<1,UpWork
421,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,10,,,,UpWork
422,Data Science & Analytics,Data Science,Hourly,4/23/2025,,37.5,<30,<1,UpWork
423,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,6.5,<30,<1,UpWork
424,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,500,,,,UpWork
425,Data Science & Analytics,Web Development,Hourly,4/23/2025,,11.5,<30,<1,UpWork
426,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,100,,,,UpWork
427,Data Science & Analytics,Data Science,Hourly,4/23/2025,,,<30,<1,UpWork
428,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,50,,,,UpWork
429,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,35,,,,UpWork
430,Data Science & Analytics,Web Development,Hourly,4/23/2025,,32.5,,2,UpWork
431,Data Science & Analytics,DevOps,Hourly,4/23/2025,,27.5,<30,<1,UpWork
432,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,27.5,,2,UpWork
433,Data Science & Analytics,Web Development,Fixed price,4/23/2025,150.5,,,,UpWork
434,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,10,,,,UpWork
435,Data Science & Analytics,Web Development,Fixed price,4/23/2025,0.5,,,,UpWork
436,Data Science & Analytics,Data Science,Hourly,4/23/2025,,17.5,>30,4.5,UpWork
437,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,90,,,,UpWork
438,Data Science & Analytics,Web Development,Fixed price,4/23/2025,500,,,,UpWork
439,Data Science & Analytics,Data Science,Fixed price,4/23/2025,250,,,,UpWork
440,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,500,,,,UpWork
441,Data Science & Analytics,Web Development,Fixed price,4/23/2025,400,,,,UpWork
442,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
443,Data Science & Analytics,Web Development,Hourly,4/23/2025,,5,<30,<1,UpWork
444,Data Science & Analytics,Data Science,Fixed price,4/23/2025,258,,,,UpWork
445,Data Science & Analytics,Web Development,Hourly,4/23/2025,,29.5,<30,<1,UpWork
446,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,100,,,,UpWork
447,Data Science & Analytics,Web Development,Hourly,4/23/2025,,16.5,>30,2,UpWork
448,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
449,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,30,,,,UpWork
450,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,10,,,,UpWork
451,Data Science & Analytics,Cyber Security,Hourly,4/23/2025,,6,>30,>6,UpWork
452,Data Science & Analytics,Web Development,Hourly,4/23/2025,,25,<30,<1,UpWork
453,Data Science & Analytics,Database Management,Fixed price,4/23/2025,80,,,,UpWork
454,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,75,<30,<1,UpWork
455,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,0.5,,,,UpWork
456,Data Science & Analytics,Web Development,Fixed price,4/23/2025,50,,,,UpWork
457,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,20,,,,UpWork
458,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,25,,,,UpWork
459,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,20,,,,UpWork
460,Data Science & Analytics,General IT Support,Fixed price,4/23/2025,10,,,,UpWork
461,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,3.5,,<1,UpWork
462,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
463,Data Science & Analytics,Data Science,Hourly,4/23/2025,,,<30,<1,UpWork
464,Data Science & Analytics,Database Management,Hourly,4/23/2025,,,>30,2,UpWork
465,Data Science & Analytics,Web Development,Fixed price,4/23/2025,150,,,,UpWork
466,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
467,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,14,<30,<1,UpWork
468,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,378.695,,,,UpWork
469,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,37.5,<30,<1,UpWork
470,Data Science & Analytics,Data Science,Hourly,4/23/2025,,,,2,UpWork
471,Data Science & Analytics,Web Development,Hourly,4/23/2025,,62.5,<30,<1,UpWork
472,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,90,,,,UpWork
473,Data Science & Analytics,Web Development,Fixed price,4/23/2025,5,,,,UpWork
474,Data Science & Analytics,Cyber Security,Hourly,4/23/2025,,,>30,4.5,UpWork
475,Data Science & Analytics,Mobile Development,Hourly,4/23/2025,,15,>30,4.5,UpWork
476,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,400,,,,UpWork
477,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,15,<30,<1,UpWork
478,Data Science & Analytics,Data Science,Fixed price,4/23/2025,25,,,,UpWork
479,Data Science & Analytics,General IT Support,Hourly,4/23/2025,,,<30,<1,UpWork
480,Data Science & Analytics,Web Development,Fixed price,4/23/2025,25,,,,UpWork
481,Data Science & Analytics,Data Science,Hourly,4/23/2025,,30,<30,<1,UpWork
482,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,400,,,,UpWork
483,Data Science & Analytics,Data Science,Fixed price,4/23/2025,150,,,,UpWork
484,Data Science & Analytics,Data Science,Fixed price,4/23/2025,0.5,,,,UpWork
485,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,150,,,,UpWork
486,Data Science & Analytics,Web Development,Fixed price,4/23/2025,100,,,,UpWork
487,Data Science & Analytics,Web Development,Fixed price,4/23/2025,1,,,,UpWork
488,Data Science & Analytics,Web Development,Fixed price,4/23/2025,10,,,,UpWork
489,Data Science & Analytics,Web Development,Hourly,4/23/2025,,,,2,UpWork
490,Data Science & Analytics,Data Science,Fixed price,4/23/2025,100,,,,UpWork
491,Data Science & Analytics,Data Science,Hourly,4/23/2025,,20,<30,<1,UpWork
492,Data Science & Analytics,Database Management,Fixed price,4/23/2025,0.5,,,,UpWork
493,Data Science & Analytics,General IT Support,Hourly,4/23/2025,,62.5,,2,UpWork
494,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
495,Data Science & Analytics,Web Development,Fixed price,4/23/2025,50,,,,UpWork
496,Data Science & Analytics,Data Science,Fixed price,4/23/2025,250,,,,UpWork
497,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,20,,,,UpWork
498,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
499,Data Science & Analytics,Data Science,Hourly,4/23/2025,,47.5,<30,<1,UpWork
500,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,20,,,,UpWork
501,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,75,,,,UpWork
502,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,7.5,>30,4.5,UpWork
503,Data Science & Analytics,Data Science,Fixed price,4/23/2025,200,,,,UpWork
504,Data Science & Analytics,General IT Support,Hourly,4/23/2025,,10,<30,<1,UpWork
505,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,75,,,,UpWork
506,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,100,,,,UpWork
507,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,50,,,,UpWork
508,Data Science & Analytics,Data Science,Fixed price,4/23/2025,10,,,,UpWork
509,Data Science & Analytics,AI & ML,Fixed price,4/23/2025,400,,,,UpWork
510,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,12.5,<30,<1,UpWork
511,Data Science & Analytics,Data Science,Fixed price,4/23/2025,50,,,,UpWork
512,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,17.5,>30,>6,UpWork
513,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,,<30,<1,UpWork
514,Data Science & Analytics,Data Science,Hourly,4/23/2025,,,>30,4.5,UpWork
515,Data Science & Analytics,AI & ML,Hourly,4/23/2025,,107.5,<30,<1,UpWork
516,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,>30,4.5,UpWork
517,Data Science & Analytics,Web Development,Fixed price,4/22/2025,2.5,,,,UpWork
518,Data Science & Analytics,Web Development,Fixed price,4/22/2025,100,,,,UpWork
519,Data Science & Analytics,Data Science,Fixed price,4/22/2025,5,,,,UpWork
520,Data Science & Analytics,General IT Support,Hourly,4/22/2025,,,<30,<1,UpWork
521,Data Science & Analytics,Data Science,Hourly,4/22/2025,,45,<30,<1,UpWork
522,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
523,Data Science & Analytics,Data Science,Hourly,4/22/2025,,62.5,>30,4.5,UpWork
524,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,27.5,<30,<1,UpWork
525,Data Science & Analytics,DevOps,Hourly,4/22/2025,,55,<30,<1,UpWork
526,Data Science & Analytics,Data Science,Hourly,4/22/2025,,42.5,,2,UpWork
527,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,57.5,<30,<1,UpWork
528,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
529,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,24,<30,<1,UpWork
530,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
531,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,60,<30,<1,UpWork
532,Data Science & Analytics,Data Science,Fixed price,4/22/2025,800,,,,UpWork
533,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,400,,,,UpWork
534,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,7,>30,>6,UpWork
535,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
536,Data Science & Analytics,Cyber Security,Hourly,4/22/2025,,62,>30,>6,UpWork
537,Data Science & Analytics,Data Science,Fixed price,4/22/2025,750,,,,UpWork
538,Data Science & Analytics,Web Development,Hourly,4/22/2025,,8.5,<30,<1,UpWork
539,Data Science & Analytics,General IT Support,Hourly,4/22/2025,,,<30,<1,UpWork
540,Data Science & Analytics,Data Science,Fixed price,4/22/2025,50,,,,UpWork
541,Data Science & Analytics,Web Development,Fixed price,4/22/2025,75,,,,UpWork
542,Data Science & Analytics,AI & ML,Hourly,3/28/2025,,,<30,<1,UpWork
543,Data Science & Analytics,Data Science,Fixed price,4/22/2025,375.5,,,,UpWork
544,Data Science & Analytics,Data Science,Fixed price,4/22/2025,5,,,,UpWork
545,Data Science & Analytics,AI & ML,Fixed price,4/20/2025,17.5,,,,UpWork
546,Data Science & Analytics,Web Development,Fixed price,4/22/2025,250.5,,,,UpWork
547,Data Science & Analytics,Data Science,Hourly,4/22/2025,,,<30,<1,UpWork
548,Data Science & Analytics,Data Science,Hourly,4/22/2025,,32.5,<30,<1,UpWork
549,Data Science & Analytics,Web Development,Hourly,4/22/2025,,29.5,<30,<1,UpWork
550,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,8,<30,<1,UpWork
551,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
552,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
553,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,5,,,,UpWork
554,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
555,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,500,,,,UpWork
556,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
557,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
558,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,5,<30,<1,UpWork
559,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,10,,,,UpWork
560,Data Science & Analytics,Data Science,Hourly,4/22/2025,,29.5,<30,<1,UpWork
561,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,55,<30,<1,UpWork
562,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,100,,,,UpWork
563,Data Science & Analytics,DevOps,Fixed price,4/22/2025,510,,,,UpWork
564,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,103.5,,,,UpWork
565,Data Science & Analytics,Data Science,Fixed price,4/22/2025,100,,,,UpWork
566,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,40,,,,UpWork
567,Data Science & Analytics,Web Development,Fixed price,4/22/2025,500,,,,UpWork
568,Data Science & Analytics,Web Development,Hourly,4/22/2025,,29.5,<30,<1,UpWork
569,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
570,Data Science & Analytics,Web Development,Fixed price,4/22/2025,50,,,,UpWork
571,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,20,<30,<1,UpWork
572,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
573,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
574,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,200,,,,UpWork
575,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
576,Data Science & Analytics,Data Science,Fixed price,4/22/2025,5,,,,UpWork
577,Data Science & Analytics,Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
578,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,62,<30,<1,UpWork
579,Data Science & Analytics,Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
580,Data Science & Analytics,Web Development,Hourly,4/22/2025,,5.5,<30,<1,UpWork
581,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,500,,,,UpWork
582,Data Science & Analytics,Web Development,Hourly,4/22/2025,,,<30,<1,UpWork
583,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,100,,,,UpWork
584,Data Science & Analytics,Database Management,Hourly,4/22/2025,,50,<30,<1,UpWork
585,Data Science & Analytics,Data Science,Hourly,4/22/2025,,32.5,<30,<1,UpWork
586,Data Science & Analytics,Data Science,Fixed price,4/22/2025,100,,,,UpWork
587,Data Science & Analytics,IT Support / System Setup,Hourly,4/22/2025,,,<30,<1,UpWork
588,Data Science & Analytics,Data Science,Hourly,4/22/2025,,72.5,<30,<1,UpWork
589,Data Science & Analytics,Data Science,Hourly,4/22/2025,,22.5,<30,<1,UpWork
590,Data Science & Analytics,Data Science,Hourly,4/22/2025,,,<30,<1,UpWork
591,Data Science & Analytics,AI & ML,Fixed price,4/22/2025,100,,,,UpWork
592,Data Science & Analytics,AI & ML,Hourly,4/22/2025,,,<30,<1,UpWork
